time 0 1000 1190.55 1417.42 1687.51 2009.07 2391.9 2847.68 3390.31 4036.34 4805.48 5721.18 6811.36 8109.28 9654.52 11494.2 13684.5 16292.1 19396.6 23092.6 27493 32731.8 38969 46394.6 55235.2 65760.4 78291.2 93209.8 110971 132117 157292 187265 222948 265432 316010 376227 447918 533270 634886 755864 899896 1.07137e+06 1.27553e+06 1.51858e+06 1.80795e+06 2.15246e+06 2.56262e+06 3.05093e+06 3.63229e+06 4.32443e+06 5.14846e+06 6.12952e+06 7.29751e+06 8.68807e+06 1.03436e+07 1.23146e+07 1.46612e+07 1.74549e+07 2.0781e+07 2.47408e+07 2.94553e+07 3.5068e+07 4.17503e+07 4.9706e+07 5.91776e+07 7.0454e+07 8.38792e+07 9.98625e+07 1.18892e+08 1.41547e+08 1.68519e+08 2.0063e+08 2.38861e+08 2.84377e+08 3.38565e+08 4.0308e+08 4.79887e+08 5.71331e+08 6.802e+08 8.09813e+08 9.64125e+08 1.14784e+09 1.36657e+09 1.62697e+09 1.93699e+09 2.30609e+09 2.74552e+09 3.26869e+09 3.89154e+09 4.63308e+09 5.51593e+09 6.567e+09 7.81836e+09 9.30817e+09 1.10819e+10 1.31935e+10 1.57076e+10 1.87007e+10 2.22642e+10 2.65067e+10 3.15576e+10 
Inv 89 208 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 2 4 0 0 2.57783 2.57783 2.57783 2.57783 2.57783 2.57783 2.57783 2.57784 2.57784 2.57784 2.57784 2.57785 2.57785 2.57786 2.57786 2.57787 2.57787 2.57788 2.57788 2.57789 2.57789 2.5779 2.5779 2.5779 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57791 2.57792 2.57792 2.57792 2.57792 2.57792 2.57792 2.57792 2.57792 2.57792 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 2.57793 
Inv 84 204 0 0 0.0125156 0.0123862 0.0122339 0.012055 0.0118454 0.0116006 0.0113158 0.0109858 0.0106054 0.0101697 0.00967423 0.00911573 0.00849271 0.00780624 0.00706095 0.00626585 0.00543513 0.0045885 0.00375074 0.0029504 0.00221708 0.00157774 0.00105229 0.000649705 0.000365926 0.00018474 8.18777e-05 3.10764e-05 9.80671e-06 2.48409e-06 4.84366e-07 6.91655e-08 6.81607e-09 4.31932e-10 1.61805e-11 3.24161e-13 3.08267e-15 1.20734e-17 1.64456e-20 6.37077e-24 5.52326e-28 8.05705e-33 1.40813e-38 1.96786e-45 1.35887e-53 2.61395e-63 7.07999e-75 1.19839e-88 4.81928e-105 1.45594e-124 8.38977e-148 1.80316e-175 2.07095e-208 1.25757e-247 2.57081e-294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 83 204 0 0 0.000690894 0.000816984 0.000964835 0.00113769 0.00133907 0.00157267 0.00184227 0.0021515 0.00250354 0.0029007 0.00334379 0.00383142 0.00435902 0.0049178 0.0054936 0.00606586 0.00660703 0.00708268 0.00745293 0.0076755 0.00771077 0.0075286 0.00711585 0.00648302 0.00566743 0.00473085 0.00375092 0.00280792 0.00197052 0.00128488 0.000769673 0.000417501 0.00020143 8.45656e-05 3.00899e-05 8.79283e-06 2.03248e-06 3.55396e-07 4.45749e-08 3.76411e-09 1.98468e-10 5.97307e-12 9.22106e-14 6.42975e-16 1.74046e-18 1.52716e-21 3.50453e-25 1.62894e-29 1.13128e-34 8.17151e-41 3.98841e-48 7.87178e-57 3.4091e-67 1.56469e-79 3.19993e-94 1.03938e-111 1.57021e-132 2.55672e-157 7.86942e-187 5.76326e-222 8.51692e-264 1.34591e-313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 82 204 0 0 5.49398e-06 7.76e-06 1.0953e-05 1.5447e-05 2.17631e-05 3.06255e-05 4.30353e-05 6.03703e-05 8.45143e-05 0.000118023 0.000164331 0.000227998 0.000314992 0.000432977 0.000591571 0.000802493 0.00107948 0.0014378 0.00189328 0.0024605 0.0031503 0.00396661 0.00490307 0.00594026 0.00704454 0.00816957 0.00926093 0.0102635 0.0111303 0.0118299 0.0123522 0.0127083 0.0129266 0.0130446 0.0130997 0.0131212 0.013128 0.0131297 0.0131301 0.0131301 0.0131302 0.0131302 0.0131302 0.0131303 0.0131303 0.0131304 0.0131304 0.0131305 0.0131306 0.0131307 0.0131309 0.013131 0.0131312 0.0131314 0.0131317 0.013132 0.0131323 0.0131327 0.0131332 0.0131337 0.0131344 0.0131351 0.0131359 0.0131368 0.0131378 0.0131388 0.01314 0.0131412 0.0131424 0.0131436 0.0131447 0.0131457 0.0131467 0.0131474 0.013148 0.0131484 0.0131486 0.0131488 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 0.0131489 
Inv 80 200 0 0 1.2996e-05 1.84025e-05 2.60529e-05 3.68748e-05 5.21771e-05 7.38047e-05 0.000104355 0.000147482 0.000208315 0.000294042 0.000414721 0.000584375 0.000822509 0.00115614 0.00162254 0.00227282 0.00317663 0.00442813 0.0061534 0.00851921 0.011743 0.0161032 0.0219479 0.0296998 0.0398522 0.0529504 0.0695498 0.0901441 0.115058 0.144305 0.177439 0.213418 0.250573 0.286721 0.319491 0.346812 0.367442 0.381298 0.389401 0.393428 0.395078 0.395618 0.395754 0.395778 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 0.395782 
Inv 82 204 1 0 5.04502e-07 7.04332e-07 9.80511e-07 1.36038e-06 1.87992e-06 2.58568e-06 3.53674e-06 4.8062e-06 6.48159e-06 8.6632e-06 1.1459e-05 1.49747e-05 1.92969e-05 2.44695e-05 3.04627e-05 3.71399e-05 4.42279e-05 5.1303e-05 5.78036e-05 6.30806e-05 6.6484e-05 6.74763e-05 6.57487e-05 6.13108e-05 5.45254e-05 4.60705e-05 3.68253e-05 2.77065e-05 1.94989e-05 1.27324e-05 7.6316e-06 4.14057e-06 1.99781e-06 8.38743e-07 2.9844e-07 8.72097e-08 2.01587e-08 3.52491e-09 4.42106e-10 3.73335e-11 1.96846e-12 5.92426e-14 9.1457e-16 6.3772e-18 1.72624e-20 1.51468e-23 3.47589e-27 1.61563e-31 1.12204e-36 8.10473e-43 3.95581e-50 7.80745e-59 3.38124e-69 1.5519e-81 3.17378e-96 1.03089e-113 1.55738e-134 2.53582e-159 7.8051e-189 5.71616e-224 8.44732e-266 1.33491e-315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 82 200 0 0 0.392172 0.391504 0.390711 0.389768 0.388649 0.38732 0.385744 0.383876 0.381664 0.379047 0.375955 0.372306 0.368008 0.362955 0.357029 0.350099 0.342024 0.332651 0.321826 0.309396 0.29522 0.279187 0.261228 0.241347 0.219639 0.196325 0.171773 0.146513 0.121237 0.0967659 0.0739863 0.0537486 0.0367399 0.0233574 0.0136215 0.00716802 0.00333766 0.00134348 0.000454684 0.000125179 2.6953e-05 4.33112e-06 4.91239e-07 3.68006e-08 1.68253e-09 4.27318e-11 5.38974e-13 2.95454e-15 6.00564e-18 3.74691e-21 5.72914e-25 1.64224e-29 6.41462e-35 2.33532e-41 5.04183e-49 3.76791e-58 5.13499e-69 5.95003e-82 2.36324e-97 1.09093e-115 1.615e-137 1.65524e-163 1.89331e-194 2.75155e-231 3.82324e-275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 81 200 0 0 0.0035143 0.00417755 0.00496449 0.00589757 0.00700307 0.00831161 0.00985876 0.0116856 0.0138393 0.0163734 0.0193484 0.0228313 0.0268956 0.0316195 0.0370839 0.0433684 0.0505455 0.0586721 0.0677773 0.0778472 0.0888039 0.100482 0.112599 0.124731 0.136288 0.146505 0.154459 0.159124 0.159487 0.154711 0.144357 0.128615 0.108469 0.0857036 0.0626698 0.041802 0.0250023 0.0131408 0.00592582 0.00222914 0.000676685 0.000159422 2.784e-05 3.41382e-06 2.7574e-07 1.36001e-08 3.74302e-10 5.16148e-12 3.13487e-14 7.1866e-17 5.17034e-20 9.36504e-24 3.28419e-28 1.63086e-33 7.90153e-40 2.39731e-47 2.68637e-56 5.93003e-67 1.22011e-79 9.6e-95 1.00003e-112 3.90115e-134 1.26727e-159 5.72379e-190 4.26726e-226 4.15361e-269 2.57408e-320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 85 208 0 0 1.68834e-05 1.65077e-05 1.60712e-05 1.55665e-05 1.49863e-05 1.43237e-05 1.3573e-05 1.27303e-05 1.17949e-05 1.07706e-05 9.66636e-06 8.49839e-06 7.29042e-06 6.07409e-06 4.8877e-06 3.7735e-06 2.77315e-06 1.92182e-06 1.24195e-06 7.38521e-07 3.97748e-07 1.90389e-07 7.91963e-08 2.78727e-08 8.03958e-09 1.82978e-09 3.14103e-10 3.85398e-11 3.17047e-12 1.62042e-13 4.69932e-15 6.94144e-17 4.59243e-19 1.16773e-21 9.51083e-25 1.99735e-28 8.35374e-33 5.11636e-38 3.18205e-44 1.29968e-51 2.0749e-60 6.98071e-71 2.37207e-83 3.39157e-98 7.19409e-116 6.5439e-137 5.82448e-162 8.73432e-192 2.71744e-227 1.44922e-269 6.80575e-320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 84 208 0 0 2.10492e-06 2.47863e-06 2.91272e-06 3.41458e-06 3.99156e-06 4.65051e-06 5.39714e-06 6.23518e-06 7.16532e-06 8.18401e-06 9.28208e-06 1.04436e-05 1.16448e-05 1.28543e-05 1.40339e-05 1.51418e-05 1.61363e-05 1.69826e-05 1.76582e-05 1.81583e-05 1.84965e-05 1.87018e-05 1.88114e-05 1.88612e-05 1.88794e-05 1.88838e-05 1.88832e-05 1.88809e-05 1.8878e-05 1.88744e-05 1.88702e-05 1.88651e-05 1.88591e-05 1.8852e-05 1.88435e-05 1.88334e-05 1.88213e-05 1.8807e-05 1.87899e-05 1.87697e-05 1.87455e-05 1.87169e-05 1.86828e-05 1.86423e-05 1.85942e-05 1.85371e-05 1.84694e-05 1.83891e-05 1.82939e-05 1.81813e-05 1.80481e-05 1.78907e-05 1.77052e-05 1.74868e-05 1.72303e-05 1.69299e-05 1.6579e-05 1.61708e-05 1.56978e-05 1.51527e-05 1.45284e-05 1.38185e-05 1.30185e-05 1.21262e-05 1.11433e-05 1.00764e-05 8.93857e-06 7.75026e-06 6.53972e-06 5.34254e-06 4.19955e-06 3.1531e-06 2.24158e-06 1.49326e-06 9.20659e-07 5.17654e-07 2.60814e-07 1.15317e-07 4.3643e-08 1.37255e-08 3.46268e-09 6.71928e-10 9.53989e-11 9.33721e-12 5.86896e-13 2.17734e-14 4.31203e-16 4.04463e-18 1.55838e-20 2.08179e-23 7.87962e-27 6.64534e-31 9.38038e-36 1.57648e-41 2.10283e-48 1.37371e-56 2.47362e-66 6.19325e-78 9.54613e-92 3.43407e-108 
Inv 83 208 0 0 1.45593e-16 2.04865e-16 2.87873e-16 4.03861e-16 5.65508e-16 7.90092e-16 1.10099e-15 1.52954e-15 2.11739e-15 2.91912e-15 4.0054e-15 5.46617e-15 7.41384e-15 9.98601e-15 1.33472e-14 1.76896e-14 2.3232e-14 3.02182e-14 3.89167e-14 4.9622e-14 6.26621e-14 7.84129e-14 9.73191e-14 1.19919e-13 1.46871e-13 1.78975e-13 2.172e-13 2.62705e-13 3.16874e-13 3.81353e-13 4.58103e-13 5.49456e-13 6.58184e-13 7.87585e-13 9.41581e-13 1.12483e-12 1.34287e-12 1.60227e-12 1.91085e-12 2.27786e-12 2.7143e-12 3.23316e-12 3.84986e-12 4.58261e-12 5.45292e-12 6.48614e-12 7.7121e-12 9.16584e-12 1.08883e-11 1.29275e-11 1.53388e-11 1.81865e-11 2.15446e-11 2.54971e-11 3.01394e-11 3.55774e-11 4.19283e-11 4.93178e-11 5.78786e-11 6.77447e-11 7.90451e-11 9.18933e-11 1.06374e-10 1.22524e-10 1.40315e-10 1.59626e-10 1.8022e-10 2.01728e-10 2.23638e-10 2.45307e-10 2.65995e-10 2.84935e-10 3.01432e-10 3.14976e-10 3.25339e-10 3.32632e-10 3.37279e-10 3.3991e-10 3.41205e-10 3.41743e-10 3.41925e-10 3.41971e-10 3.41976e-10 3.41972e-10 3.41964e-10 3.41955e-10 3.41945e-10 3.41932e-10 3.41917e-10 3.41899e-10 3.41877e-10 3.41852e-10 3.41821e-10 3.41785e-10 3.41742e-10 3.41691e-10 3.4163e-10 3.41557e-10 3.41471e-10 3.41368e-10 
Inv 82 208 0 0 4.56288e-26 5.41652e-26 5.0757e-27 3.84389e-27 2.29095e-26 9.85669e-26 1.1956e-25 1.58646e-25 2.4681e-25 3.6046e-25 5.14709e-25 7.96154e-25 1.35616e-24 2.0944e-24 3.36807e-24 5.42709e-24 8.57954e-24 1.34924e-23 2.11937e-23 3.28266e-23 5.03714e-23 7.65767e-23 1.15515e-22 1.72841e-22 2.56599e-22 3.78509e-22 5.54879e-22 8.09221e-22 1.17498e-21 1.69961e-21 2.45042e-21 3.52341e-21 5.05457e-21 7.23678e-21 1.03442e-20 1.47653e-20 2.1051e-20 2.99822e-20 4.26662e-20 6.0671e-20 8.62185e-20 1.22454e-19 1.73832e-19 2.46655e-19 3.49836e-19 4.9598e-19 7.02899e-19 9.95743e-19 1.41001e-18 1.99573e-18 2.82338e-18 3.9921e-18 5.64113e-18 7.96568e-18 1.12389e-17 1.58421e-17 2.23059e-17 3.1366e-17 4.40389e-17 6.17214e-17 8.63224e-17 1.20432e-16 1.67539e-16 2.32294e-16 3.2083e-16 4.4113e-16 6.0343e-16 8.20623e-16 1.10863e-15 1.48669e-15 1.97747e-15 2.60706e-15 3.40481e-15 4.40312e-15 5.63753e-15 7.14731e-15 8.97691e-15 1.11782e-14 1.38136e-14 1.69592e-14 2.07077e-14 2.51719e-14 3.0487e-14 3.68149e-14 4.43485e-14 5.33174e-14 6.3995e-14 7.67069e-14 9.18404e-14 1.09857e-13 1.31305e-13 1.56838e-13 1.87235e-13 2.2342e-13 2.66495e-13 3.17771e-13 3.78808e-13 4.51461e-13 5.37939e-13 6.40866e-13 
Inv 81 196 0 0 0.532347 0.521837 0.509595 0.495394 0.479002 0.460192 0.438759 0.41454 0.387442 0.357481 0.324817 0.289798 0.252995 0.215222 0.177534 0.141171 0.107459 0.0776526 0.0527457 0.0332822 0.0192367 0.0100157 0.00460491 0.00182581 0.000606925 0.000163556 3.43311e-05 5.352e-06 5.85514e-07 4.20185e-08 1.8253e-09 4.36189e-11 5.11686e-13 2.57299e-15 4.71929e-18 2.60529e-21 3.4436e-25 8.29938e-30 2.63702e-35 7.50823e-42 1.20972e-49 6.38098e-59 5.74357e-70 4.06154e-83 8.96069e-99 2.05417e-117 1.32157e-139 5.02218e-166 1.76303e-197 6.27873e-235 1.63532e-279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 196 0 0 0.0587158 0.0692255 0.0814677 0.0956687 0.112061 0.13087 0.152303 0.176523 0.20362 0.233581 0.266245 0.301265 0.338068 0.375841 0.413529 0.449892 0.483604 0.51341 0.538317 0.557781 0.571826 0.581047 0.586458 0.589237 0.590456 0.590899 0.591028 0.591057 0.591062 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 0.591063 
