time 0 1.57788e+06 3.15576e+06 4.73364e+06 6.31152e+06 7.8894e+06 9.46728e+06 1.10452e+07 1.2623e+07 1.42009e+07 1.57788e+07 1.73567e+07 1.89346e+07 2.05124e+07 2.20903e+07 2.36682e+07 2.52461e+07 2.6824e+07 2.84018e+07 2.99797e+07 3.15576e+07 3.31355e+07 3.47134e+07 3.62912e+07 3.78691e+07 3.9447e+07 4.10249e+07 4.26028e+07 4.41806e+07 4.57585e+07 4.73364e+07 4.89143e+07 5.04922e+07 5.207e+07 5.36479e+07 5.52258e+07 5.68037e+07 5.83816e+07 5.99594e+07 6.15373e+07 6.31152e+07 6.46931e+07 6.6271e+07 6.78488e+07 6.94267e+07 7.10046e+07 7.25825e+07 7.41604e+07 7.57382e+07 7.73161e+07 7.8894e+07 8.04719e+07 8.20498e+07 8.36276e+07 8.52055e+07 8.67834e+07 8.83613e+07 8.99392e+07 9.1517e+07 9.30949e+07 9.46728e+07 9.62507e+07 9.78286e+07 9.94064e+07 1.00984e+08 1.02562e+08 1.0414e+08 1.05718e+08 1.07296e+08 1.08874e+08 1.10452e+08 1.12029e+08 1.13607e+08 1.15185e+08 1.16763e+08 1.18341e+08 1.19919e+08 1.21497e+08 1.23075e+08 1.24653e+08 1.2623e+08 1.27808e+08 1.29386e+08 1.30964e+08 1.32542e+08 1.3412e+08 1.35698e+08 1.37276e+08 1.38853e+08 1.40431e+08 1.42009e+08 1.43587e+08 1.45165e+08 1.46743e+08 1.48321e+08 1.49899e+08 1.51476e+08 1.53054e+08 1.54632e+08 1.5621e+08 1.57788e+08
98 254 0 1 0.811207 0.658055 0.533819 0.433037 0.351282 0.284962 0.231164 0.187521 0.152118 0.123399 0.100102 0.081204 0.065873 0.053436 0.043348 0.035164 0.028525 0.02314 0.018771 0.015227 0.012353 0.01002 0.008129 0.006594 0.005349 0.004339 0.00352 0.002855 0.002316 0.001879 0.001524 0.001237 0.001003 0.000814 0.00066 0.000535 0.000434 0.000352 0.000286 0.000232 0.000188 0.000153 0.000124 0.0001 8.1e-05 6.6e-05 5.4e-05 4.3e-05 3.5e-05 2.9e-05 2.3e-05 1.9e-05 1.5e-05 1.2e-05 1e-05 8e-06 7e-06 5e-06 4e-06 4e-06 3e-06 2e-06 2e-06 2e-06 1e-06 1e-06 1e-06 1e-06 1e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 81 0 0 0 1e-06 1e-06 1e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06 2e-06
36 83 0 0 2e-06 3e-06 4e-06 5e-06 6e-06 6e-06 7e-06 7e-06 7e-06 8e-06 8e-06 8e-06 8e-06 8e-06 8e-06 8e-06 8e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06 9e-06
36 84 0 0 3e-06 5e-06 7e-06 9e-06 1e-05 1.1e-05 1.2e-05 1.3e-05 1.3e-05 1.4e-05 1.4e-05 1.4e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.5e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05 1.6e-05
36 85 0 0 1e-06 3e-06 4e-06 4e-06 5e-06 6e-06 6e-06 6e-06 6e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 7e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06 6e-06
37 85 0 0 5e-06 1e-05 1.3e-05 1.6e-05 1.8e-05 2e-05 2.2e-05 2.3e-05 2.4e-05 2.5e-05 2.5e-05 2.6e-05 2.6e-05 2.7e-05 2.7e-05 2.7e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.8e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 2.9e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05 3e-05
38 88 0 0 5.3e-05 9.7e-05 0.000132 0.000161 0.000184 0.000203 0.000218 0.000231 0.000241 0.000249 0.000256 0.000261 0.000266 0.000269 0.000272 0.000274 0.000276 0.000278 0.000279 0.00028 0.000281 0.000282 0.000282 0.000282 0.000283 0.000283 0.000283 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284 0.000284
38 89 0 0 8.6e-05 0.000137 0.000163 0.000173 0.000172 0.000164 0.000152 0.000138 0.000124 0.000109 9.6e-05 8.3e-05 7.2e-05 6.1e-05 5.2e-05 4.4e-05 3.8e-05 3.2e-05 2.7e-05 2.2e-05 1.9e-05 1.6e-05 1.3e-05 1.1e-05 9e-06 7e-06 6e-06 5e-06 4e-06 3e-06 3e-06 2e-06 2e-06 2e-06 1e-06 1e-06 1e-06 1e-06 1e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 89 0 0 1.2e-05 4e-05 7.8e-05 0.00012 0.000164 0.000206 0.000245 0.000282 0.000314 0.000344 0.000369 0.000392 0.000411 0.000428 0.000442 0.000454 0.000464 0.000473 0.00048 0.000486 0.000492 0.000496 0.000499 0.000502 0.000505 0.000507 0.000509 0.00051 0.000511 0.000512 0.000513 0.000514 0.000514 0.000515 0.000515 0.000515 0.000516 0.000516 0.000516 0.000516 0.000516 0.000516 0.000516 0.000516 0.000516 0.000516 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517 0.000517
40 90 0 0 0 0 1e-06 2e-06 2e-06 3e-06 4e-06 5e-06 6e-06 8e-06 9e-06 1e-05 1.1e-05 1.3e-05 1.4e-05 1.5e-05 1.6e-05 1.8e-05 1.9e-05 2e-05 2.2e-05 2.3e-05 2.4e-05 2.6e-05 2.7e-05 2.8e-05 3e-05 3.1e-05 3.2e-05 3.3e-05 3.5e-05 3.6e-05 3.7e-05 3.9e-05 4e-05 4.1e-05 4.3e-05 4.4e-05 4.5e-05 4.7e-05 4.8e-05 4.9e-05 5e-05 5.2e-05 5.3e-05 5.4e-05 5.6e-05 5.7e-05 5.8e-05 5.9e-05 6.1e-05 6.2e-05 6.3e-05 6.5e-05 6.6e-05 6.7e-05 6.8e-05 7e-05 7.1e-05 7.2e-05 7.4e-05 7.5e-05 7.6e-05 7.7e-05 7.9e-05 8e-05 8.1e-05 8.2e-05 8.4e-05 8.5e-05 8.6e-05 8.7e-05 8.9e-05 9e-05 9.1e-05 9.2e-05 9.4e-05 9.5e-05 9.6e-05 9.7e-05 9.9e-05 0.0001 0.000101 0.000102 0.000104 0.000105 0.000106 0.000107 0.000109 0.00011 0.000111 0.000112 0.000113 0.000115 0.000116 0.000117 0.000118 0.000119 0.000121 0.000122
