88 223 0 89 227 0 90 227 0 90 230 0 88 226 0 90 228 0 90 229 0 94 241 0 95 242 1 90 232 0 90 234 0 91 231 0 90 233 0 92 232 0 92 233 0 92 234 0 92 235 0 92 236 0 92 237 0 92 238 0 93 235 0 93 236 0 93 238 0 91 232 0 91 233 0 93 237 0 93 239 0 94 236 0 94 237 0 94 238 0 94 239 0 94 240 0 94 242 0 94 244 0 94 243 0 94 246 0 95 241 0 95 242 0 95 243 0 95 244 0 95 244 1 96 240 0 96 241 0 96 242 0 96 243 0 96 244 0 96 245 0 96 246 0 96 247 0 96 248 0 96 249 0 96 250 0 97 247 0 97 249 0 97 250 0 98 249 0 98 250 0 98 251 0 98 252 0 99 254 0 98 254 0 99 255 0 100 255 0 
1 1 0 1.6073e-05 1.6073e-05 1.6073e-05 1.6073e-05 1.6073e-05 1.6073e-05 1.6073e-05 2.9422e-05 3.3219e-05 1.6073e-05 1.6073e-05 1.6073e-05 1.6073e-05 3.3377e-05 3.3377e-05 3.6525e-05 2.6891e-05 3.0031e-05 2.3537e-05 2.3537e-05 2.6891e-05 3.2586e-05 2.9422e-05 1.6073e-05 3.3377e-05 3.2586e-05 2.9422e-05 3.2586e-05 3.8281e-05 3.8281e-05 3.4642e-05 4.3989e-05 3.7495e-05 2.8789e-05 3.7495e-05 3.6066e-05 3.749e-05 3.3219e-05 2.8789e-05 2.8789e-05 2.8789e-05 3.749e-05 3.749e-05 4.0811e-05 4.0811e-05 3.8281e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 
1 2 0 4.9121e-06 4.9121e-06 4.9121e-06 4.9121e-06 4.9121e-06 4.9121e-06 4.9121e-06 8.9917e-06 1.0152e-05 4.9121e-06 4.9121e-06 4.9121e-06 4.9121e-06 1.02e-05 1.02e-05 1.1162e-05 8.2182e-06 9.1777e-06 7.1932e-06 7.1932e-06 8.2182e-06 9.9585e-06 8.9917e-06 4.9121e-06 1.02e-05 9.9585e-06 8.9917e-06 9.9585e-06 1.1699e-05 1.1699e-05 1.0587e-05 1.3443e-05 1.1459e-05 8.7983e-06 1.1459e-05 1.1022e-05 1.1457e-05 1.0152e-05 8.7983e-06 8.7983e-06 8.7983e-06 1.1457e-05 1.1457e-05 1.2472e-05 1.2472e-05 1.1699e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 
1 3 0 7.0081e-05 7.0081e-05 7.0081e-05 7.0081e-05 7.0081e-05 7.0081e-05 7.0081e-05 0.000141 0.00016 7.0081e-05 7.0081e-05 7.0081e-05 7.0081e-05 0.000114 0.000114 0.00015925 0.000108 0.00013094 0.00010262 0.00010262 0.000108 0.000125 0.000125 7.0081e-05 0.000114 0.000125 0.000125 0.000125 0.000144 0.000144 0.000142 0.00019179 0.00016348 0.000157 0.00016348 0.000185 0.000165 0.00016 0.000157 0.000157 0.000157 0.000165 0.000165 0.000196 0.000196 0.000191 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 0.000185 
2 4 0 0.0010161 0.0010161 0.0010161 0.0010161 0.0010161 0.0010161 0.0010161 0.00186 0.0021 0.0010161 0.0010161 0.0010161 0.0010161 0.00211 0.00211 0.002309 0.0017 0.0018985 0.001488 0.001488 0.0017 0.00206 0.00186 0.0010161 0.00211 0.00206 0.00186 0.00206 0.00242 0.00242 0.00219 0.0027809 0.0023703 0.00182 0.0023703 0.00228 0.00237 0.0021 0.00182 0.00182 0.00182 0.00237 0.00237 0.00258 0.00258 0.00242 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 0.00228 
25 64 0 1.8098e-12 1.8098e-12 1.8098e-12 1.8098e-12 1.8098e-12 1.8098e-12 1.8098e-12 4.3091e-10 4.1345e-10 1.8098e-12 1.8098e-12 1.8098e-12 1.8098e-12 6.2716e-12 6.2716e-12 2.7376e-11 0 2.5945e-11 4.8495e-11 4.8495e-11 0 1.7316e-10 1.3746e-10 1.8098e-12 6.2716e-12 1.7316e-10 1.3746e-10 1.7316e-10 7.6867e-11 7.6867e-11 3.02e-10 1.0747e-10 7.4564e-10 7.0748e-10 7.4564e-10 1.3441e-09 1.1804e-09 4.1345e-10 7.0748e-10 7.0748e-10 7.0748e-10 1.1804e-09 1.1804e-09 3.7357e-10 3.7357e-10 6.9602e-10 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 1.3441e-09 
25 65 0 5.7458e-12 5.7458e-12 5.7458e-12 5.7458e-12 5.7458e-12 5.7458e-12 5.7458e-12 4.7635e-10 3.5963e-10 5.7458e-12 5.7458e-12 5.7458e-12 5.7458e-12 9.1046e-12 9.1046e-12 3.7926e-11 0 4.3385e-11 8.4288e-11 8.4288e-11 0 1.9772e-10 1.6988e-10 5.7458e-12 9.1046e-12 1.9772e-10 1.6988e-10 1.9772e-10 6.9653e-11 6.9653e-11 2.8277e-10 1.1556e-10 8.7356e-10 6.5947e-10 8.7356e-10 1.0717e-09 8.867e-10 3.5963e-10 6.5947e-10 6.5947e-10 6.5947e-10 8.867e-10 8.867e-10 2.5551e-10 2.5551e-10 5.1545e-10 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 1.0717e-09 
25 66 0 8.613e-12 8.613e-12 8.613e-12 8.613e-12 8.613e-12 8.613e-12 8.613e-12 2.5739e-10 1.5288e-10 8.613e-12 8.613e-12 8.613e-12 8.613e-12 6.243e-12 6.243e-12 2.5053e-11 0 3.4879e-11 7.1743e-11 7.1743e-11 0 1.09e-10 1.0175e-10 8.613e-12 6.243e-12 1.09e-10 1.0175e-10 1.09e-10 3.0569e-11 3.0569e-11 1.287e-10 6.0354e-11 5.0311e-10 3.0115e-10 5.0311e-10 4.1984e-10 3.2597e-10 1.5288e-10 3.0115e-10 3.0115e-10 3.0115e-10 3.2597e-10 3.2597e-10 8.5672e-11 8.5672e-11 1.8732e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 4.1984e-10 
25 67 0 1.0263e-11 1.0263e-11 1.0263e-11 1.0263e-11 1.0263e-11 1.0263e-11 1.0263e-11 1.0922e-10 4.8976e-11 1.0263e-11 1.0263e-11 1.0263e-11 1.0263e-11 3.0675e-12 3.0675e-12 1.2226e-11 0 2.1939e-11 5.0756e-11 5.0756e-11 0 4.5232e-11 4.7169e-11 1.0263e-11 3.0675e-12 4.5232e-11 4.7169e-11 4.5232e-11 9.7843e-12 9.7843e-12 4.3653e-11 2.4007e-11 2.3439e-10 1.0626e-10 2.3439e-10 1.2528e-10 8.8687e-11 4.8976e-11 1.0626e-10 1.0626e-10 1.0626e-10 8.8687e-11 8.8687e-11 2.1071e-11 2.1071e-11 5.0759e-11 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 1.2528e-10 
25 68 0 5.8685e-12 5.8685e-12 5.8685e-12 5.8685e-12 5.8685e-12 5.8685e-12 5.8685e-12 2.3116e-11 7.7281e-12 5.8685e-12 5.8685e-12 5.8685e-12 5.8685e-12 0 0 2.8729e-12 0 6.7764e-12 1.7818e-11 1.7818e-11 0 9.176e-12 1.0802e-11 5.8685e-12 0 9.176e-12 1.0802e-11 9.176e-12 1.5051e-12 1.5051e-12 7.2326e-12 4.7058e-12 5.4851e-11 1.8673e-11 5.4851e-11 1.8562e-11 1.1761e-11 7.7281e-12 1.8673e-11 1.8673e-11 1.8673e-11 1.1761e-11 1.1761e-11 2.5058e-12 2.5058e-12 6.7461e-12 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 1.8562e-11 
25 69 0 2.3869e-12 2.3869e-12 2.3869e-12 2.3869e-12 2.3869e-12 2.3869e-12 2.3869e-12 3.7094e-12 0 2.3869e-12 2.3869e-12 2.3869e-12 2.3869e-12 0 0 0 0 1.5483e-12 4.5947e-12 4.5947e-12 0 1.422e-12 1.8665e-12 2.3869e-12 0 1.422e-12 1.8665e-12 1.422e-12 0 0 0 0 9.644e-12 2.5237e-12 9.644e-12 2.1461e-12 1.2339e-12 0 2.5237e-12 2.5237e-12 2.5237e-12 1.2339e-12 1.2339e-12 0 0 0 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 2.1461e-12 
26 64 0 3.1965e-12 3.1965e-12 3.1965e-12 3.1965e-12 3.1965e-12 3.1965e-12 3.1965e-12 1.2767e-09 1.8902e-09 3.1965e-12 3.1965e-12 3.1965e-12 3.1965e-12 3.4928e-11 3.4928e-11 1.1762e-10 7.3602e-12 6.7308e-11 7.7185e-11 7.7185e-11 7.3602e-12 6.9757e-10 4.3122e-10 3.1965e-12 3.4928e-11 6.9757e-10 4.3122e-10 6.9757e-10 4.8304e-10 4.8304e-10 1.4699e-09 4.072e-10 1.7348e-09 2.5285e-09 1.7348e-09 5.7886e-09 6.9357e-09 1.8902e-09 2.5285e-09 2.5285e-09 2.5285e-09 6.9357e-09 6.9357e-09 2.6482e-09 2.6482e-09 3.8361e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 5.7886e-09 
26 65 0 2.1602e-11 2.1602e-11 2.1602e-11 2.1602e-11 2.1602e-11 2.1602e-11 2.1602e-11 3.08e-09 3.687e-09 2.1602e-11 2.1602e-11 2.1602e-11 2.1602e-11 1.1559e-10 1.1559e-10 3.6484e-10 1.9996e-11 2.4409e-10 2.8372e-10 2.8372e-10 1.9996e-11 1.7742e-09 1.1681e-09 2.1602e-11 1.1559e-10 1.7742e-09 1.1681e-09 1.7742e-09 1.0046e-09 1.0046e-09 3.1026e-09 9.7053e-10 4.3728e-09 5.1998e-09 4.3728e-09 1.0299e-08 1.189e-08 3.687e-09 5.1998e-09 5.1998e-09 5.1998e-09 1.189e-08 1.189e-08 4.1853e-09 4.1853e-09 6.4482e-09 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 1.0299e-08 
26 66 0 1.1445e-10 1.1445e-10 1.1445e-10 1.1445e-10 1.1445e-10 1.1445e-10 1.1445e-10 6.0867e-09 5.9164e-09 1.1445e-10 1.1445e-10 1.1445e-10 1.1445e-10 3.0446e-10 3.0446e-10 9.0814e-10 4.1079e-11 7.1201e-10 8.4578e-10 8.4578e-10 4.1079e-11 3.6645e-09 2.5722e-09 1.1445e-10 3.0446e-10 3.6645e-09 2.5722e-09 3.6645e-09 1.7052e-09 1.7052e-09 5.3603e-09 1.8884e-09 9.047e-09 8.7989e-09 9.047e-09 1.5148e-08 1.6807e-08 5.9164e-09 8.7989e-09 8.7989e-09 8.7989e-09 1.6807e-08 1.6807e-08 5.4639e-09 5.4639e-09 8.9599e-09 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 1.5148e-08 
26 67 0 3.1895e-10 3.1895e-10 3.1895e-10 3.1895e-10 3.1895e-10 3.1895e-10 3.1895e-10 6.2547e-09 4.7282e-09 3.1895e-10 3.1895e-10 3.1895e-10 3.1895e-10 3.7935e-10 3.7935e-10 1.1044e-09 4.0473e-11 1.0762e-09 1.3855e-09 1.3855e-09 4.0473e-11 3.7685e-09 2.9029e-09 3.1895e-10 3.7935e-10 3.7685e-09 2.9029e-09 3.7685e-09 1.3919e-09 1.3919e-09 4.56e-09 1.8516e-09 1.0026e-08 7.6133e-09 1.0026e-08 1.1219e-08 1.16e-08 4.7282e-09 7.6133e-09 7.6133e-09 7.6133e-09 1.16e-08 1.16e-08 3.4462e-09 3.4462e-09 6.1266e-09 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 1.1219e-08 
26 68 0 7.1532e-10 7.1532e-10 7.1532e-10 7.1532e-10 7.1532e-10 7.1532e-10 7.1532e-10 5.3514e-09 3.0927e-09 7.1532e-10 7.1532e-10 7.1532e-10 7.1532e-10 3.6952e-10 3.6952e-10 1.0753e-09 2.852e-11 1.3352e-09 1.8893e-09 1.8893e-09 2.852e-11 3.1522e-09 2.6998e-09 7.1532e-10 3.6952e-10 3.1522e-09 2.6998e-09 3.1522e-09 9.0434e-10 9.0434e-10 3.1462e-09 1.4896e-09 9.3353e-09 5.4659e-09 9.3353e-09 6.8589e-09 6.4666e-09 3.0927e-09 5.4659e-09 5.4659e-09 5.4659e-09 6.4666e-09 6.4666e-09 1.7382e-09 1.7382e-09 3.4072e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 6.8589e-09 
26 69 0 7.4552e-10 7.4552e-10 7.4552e-10 7.4552e-10 7.4552e-10 7.4552e-10 7.4552e-10 2.2552e-09 1.0195e-09 7.4552e-10 7.4552e-10 7.4552e-10 7.4552e-10 1.7703e-10 1.7703e-10 5.1343e-10 1.0302e-11 7.9731e-10 1.2379e-09 1.2379e-09 1.0302e-11 1.3047e-09 1.2302e-09 7.4552e-10 1.7703e-10 1.3047e-09 1.2302e-09 1.3047e-09 2.9774e-10 2.9774e-10 1.0915e-09 5.9445e-10 4.2544e-09 1.9568e-09 4.2544e-09 2.1178e-09 1.8405e-09 1.0195e-09 1.9568e-09 1.9568e-09 1.9568e-09 1.8405e-09 1.8405e-09 4.5144e-10 4.5144e-10 9.6731e-10 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 2.1178e-09 
26 70 0 5.862e-10 5.862e-10 5.862e-10 5.862e-10 5.862e-10 5.862e-10 5.862e-10 7.2572e-10 2.5165e-10 5.862e-10 5.862e-10 5.862e-10 5.862e-10 6.0939e-11 6.0939e-11 1.7949e-10 2.485e-12 3.5975e-10 6.3755e-10 6.3755e-10 2.485e-12 4.0147e-10 4.2316e-10 5.862e-10 6.0939e-11 4.0147e-10 4.2316e-10 4.0147e-10 7.1994e-11 7.1994e-11 2.8128e-10 1.7792e-10 1.5068e-09 5.3143e-10 1.5068e-09 4.9356e-10 3.8937e-10 2.5165e-10 5.3143e-10 5.3143e-10 5.3143e-10 3.8937e-10 3.8937e-10 8.6945e-11 8.6945e-11 2.0515e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 4.9356e-10 
26 71 0 2.3427e-10 2.3427e-10 2.3427e-10 2.3427e-10 2.3427e-10 2.3427e-10 2.3427e-10 1.2258e-10 3.1649e-11 2.3427e-10 2.3427e-10 2.3427e-10 2.3427e-10 1.0114e-11 1.0114e-11 3.1332e-11 0 8.4155e-11 1.7236e-10 1.7236e-10 0 6.281e-11 7.5522e-11 2.3427e-10 1.0114e-11 6.281e-11 7.5522e-11 6.281e-11 8.5078e-12 8.5078e-12 3.6491e-11 2.7377e-11 2.8354e-10 7.517e-11 2.8354e-10 5.9255e-11 4.0983e-11 3.1649e-11 7.517e-11 7.517e-11 7.517e-11 4.0983e-11 4.0983e-11 8.183e-12 8.183e-12 2.1867e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 5.9255e-11 
26 72 0 6.764e-11 6.764e-11 6.764e-11 6.764e-11 6.764e-11 6.764e-11 6.764e-11 1.577e-11 3.0558e-12 6.764e-11 6.764e-11 6.764e-11 6.764e-11 1.2467e-12 1.2467e-12 4.0979e-12 0 1.4691e-11 3.4768e-11 3.4768e-11 0 7.4425e-12 1.0195e-11 6.764e-11 1.2467e-12 7.4425e-12 1.0195e-11 7.4425e-12 0 0 3.6161e-12 3.2059e-12 4.0564e-11 8.1532e-12 4.0564e-11 5.4872e-12 3.3191e-12 3.0558e-12 8.1532e-12 8.1532e-12 8.1532e-12 3.3191e-12 3.3191e-12 0 0 1.7992e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 5.4872e-12 
27 65 0 6.1643e-12 6.1643e-12 6.1643e-12 6.1643e-12 6.1643e-12 6.1643e-12 6.1643e-12 1.4916e-09 2.7541e-09 6.1643e-12 6.1643e-12 6.1643e-12 6.1643e-12 1.0511e-10 1.0511e-10 2.5688e-10 2.9596e-11 1.0344e-10 7.2475e-11 7.2475e-11 2.9596e-11 1.1708e-09 5.9985e-10 6.1643e-12 1.0511e-10 1.1708e-09 5.9985e-10 1.1708e-09 1.0261e-09 1.0261e-09 2.4675e-09 6.0199e-10 1.6546e-09 3.0397e-09 1.6546e-09 7.2455e-09 1.1366e-08 2.7541e-09 3.0397e-09 3.0397e-09 3.0397e-09 1.1366e-08 1.1366e-08 4.7976e-09 4.7976e-09 5.7851e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 7.2455e-09 
