time 0 1 2 3 4 5 6 7 8 9 10 20 30 40 50 60 70 80 90 100 200 300 400 500 600 700 800 900 1000 2000 3000 4000 5000 6000 7000 8000 9000 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000 200000 300000 400000 500000 600000 700000 800000 900000 1e+06 2e+06 3e+06 4e+06 5e+06 6e+06 7e+06 8e+06 9e+06 1e+07 2e+07 3e+07 4e+07 5e+07 6e+07 7e+07 8e+07 9e+07 1e+08 2e+08 3e+08 4e+08 5e+08 6e+08 7e+08 8e+08 9e+08 1e+09 2e+09 3e+09 4e+09 5e+09 6e+09 7e+09 8e+09 9e+09 1e+10 2e+10 3e+10 4e+10 5e+10 6e+10 7e+10 8e+10 9e+10 1e+11 2e+11 3e+11 4e+11 5e+11 6e+11 7e+11 8e+11 9e+11 1e+12 2e+12 3e+12 4e+12 5e+12 6e+12 7e+12 8e+12 9e+12 1e+13 2e+13 3e+13 4e+13 5e+13 6e+13 7e+13 8e+13 9e+13 1e+14 2e+14 3e+14 4e+14 5e+14 6e+14 7e+14 8e+14 9e+14 1e+15 2e+15 3e+15 4e+15 5e+15 6e+15 7e+15 8e+15 9e+15 1e+16 
Inv 97 254 0 1 1 0.988514 0.97716 0.965936 0.954842 0.943874 0.933033 0.922316 0.911722 0.90125 0.890899 0.793701 0.707107 0.629961 0.561231 0.5 0.445449 0.39685 0.353553 0.31498 0.0992126 0.03125 0.00984313 0.00310039 0.000976563 0.000307598 9.68873e-05 3.05176e-05 9.61243e-06 9.23989e-11 8.88178e-16 8.53756e-21 8.20667e-26 7.88861e-31 7.58287e-36 7.28899e-41 7.00649e-46 6.73495e-51 4.53595e-101 3.05494e-151 2.05748e-201 1.3857e-251 9.33264e-302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 98 254 0 0 0 0.011486 0.02284 0.0340637 0.0451584 0.0561257 0.066967 0.0776838 0.0882775 0.0987495 0.109101 0.206299 0.292893 0.370038 0.438767 0.499998 0.554548 0.603146 0.646442 0.685014 0.900771 0.968721 0.990115 0.996845 0.998955 0.999611 0.999809 0.999862 0.999869 0.999746 0.999614 0.999481 0.999349 0.999216 0.999084 0.998951 0.998819 0.998686 0.997363 0.996041 0.994721 0.993403 0.992087 0.990772 0.989459 0.988148 0.986838 0.973839 0.961011 0.948351 0.935859 0.923531 0.911365 0.89936 0.887513 0.875822 0.767055 0.671796 0.588367 0.515299 0.451305 0.395258 0.346172 0.303181 0.26553 0.0705053 0.0187211 0.00497095 0.00131992 0.000350474 9.30603e-05 2.471e-05 6.56118e-06 1.74217e-06 3.03512e-12 5.28762e-18 9.21183e-24 1.60484e-29 2.79586e-35 4.87081e-41 8.48568e-47 1.47833e-52 2.57547e-58 6.63298e-116 1.70828e-173 4.39959e-231 1.13309e-288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 96 250 0 0 0 7.63009e-10 3.04034e-09 6.8146e-09 1.20686e-08 1.87853e-08 2.6948e-08 3.654e-08 4.75449e-08 5.99465e-08 7.37287e-08 2.84086e-07 6.16165e-07 1.05669e-06 1.59382e-06 2.21702e-06 2.9169e-06 3.68509e-06 4.51415e-06 5.39742e-06 1.6181e-05 2.8661e-05 4.16752e-05 5.48576e-05 6.80928e-05 8.13445e-05 9.46013e-05 0.00010786 0.000121118 0.000253697 0.000386259 0.000518803 0.000651329 0.000783838 0.000916329 0.0010488 0.00118126 0.0013137 0.00263712 0.00395878 0.0052787 0.00659686 0.00791328 0.00922795 0.0105409 0.0118521 0.0131615 0.026161 0.0389892 0.0516485 0.064141 0.0764689 0.0886344 0.10064 0.112487 0.124178 0.232944 0.328202 0.41163 0.484697 0.54869 0.604735 0.65382 0.696808 0.734458 0.929459 0.981217 0.99494 0.998563 0.999506 0.999735 0.999776 0.999767 0.999744 0.999472 0.999197 0.998923 0.998649 0.998375 0.998101 0.997827 0.997553 0.997279 0.994545 0.991818 0.989098 0.986386 0.983682 0.980985 0.978295 0.975613 0.972938 0.946589 0.920953 0.896012 0.871746 0.848137 0.825168 0.80282 0.781078 0.759925 0.577474 0.438828 0.33347 0.253407 0.192566 0.146333 0.1112 0.0845016 0.0642136 0.0041233 0.000264766 1.70012e-05 1.09169e-06 7.00997e-08 4.50126e-09 2.89036e-10 1.85596e-11 1.19176e-12 1.42025e-24 1.69256e-36 2.01708e-48 2.40381e-60 2.8647e-72 3.41395e-84 4.06851e-96 4.84857e-108 5.77819e-120 3.33868e-239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 94 246 0 0 8.52841e-23 1.53225e-21 5.58769e-21 1.97738e-20 4.47889e-20 8.63669e-20 1.49348e-19 2.35985e-19 3.51028e-19 4.9918e-19 6.81714e-19 5.29937e-18 1.73943e-17 4.01245e-17 7.63013e-17 1.2843e-16 1.9874e-16 2.89222e-16 4.01646e-16 5.37589e-16 3.43566e-15 9.57085e-15 1.92191e-14 3.2467e-14 4.93418e-14 6.98516e-14 9.3999e-14 1.21785e-13 1.53208e-13 6.6747e-13 1.5452e-12 2.78607e-12 4.38978e-12 6.356e-12 8.68442e-12 1.13747e-11 1.44266e-11 1.78397e-11 7.17706e-11 1.61481e-10 2.86661e-10 4.46999e-10 6.4219e-10 8.71929e-10 1.13591e-09 1.43384e-09 1.76542e-09 6.86798e-09 1.50242e-08 2.59714e-08 3.94663e-08 5.52834e-08 7.3214e-08 9.30647e-08 1.14657e-07 1.37824e-07 4.27495e-07 7.61854e-07 1.0932e-06 1.40177e-06 1.6808e-06 1.92937e-06 2.14907e-06 2.34243e-06 2.51224e-06 3.39408e-06 3.62828e-06 3.6904e-06 3.70682e-06 3.7111e-06 3.71216e-06 3.71237e-06 3.71235e-06 3.71227e-06 3.71126e-06 3.71024e-06 3.70922e-06 3.7082e-06 3.70719e-06 3.70617e-06 3.70515e-06 3.70413e-06 3.70312e-06 3.69296e-06 3.68284e-06 3.67274e-06 3.66267e-06 3.65263e-06 3.64261e-06 3.63263e-06 3.62267e-06 3.61273e-06 3.51489e-06 3.4197e-06 3.32709e-06 3.23698e-06 3.14932e-06 3.06403e-06 2.98105e-06 2.90032e-06 2.82177e-06 2.14429e-06 1.62947e-06 1.23825e-06 9.40955e-07 7.1504e-07 5.43366e-07 4.12909e-07 3.13773e-07 2.38439e-07 1.53107e-08 9.83135e-10 6.31293e-11 4.05367e-12 2.60296e-13 1.67142e-14 1.07325e-15 6.8916e-17 4.42525e-18 5.27371e-30 6.28485e-42 7.48985e-54 8.92588e-66 1.06373e-77 1.26767e-89 1.51073e-101 1.80038e-113 2.14557e-125 1.23972e-244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 96 246 0 0 0 0 0 1.51564e-16 1.48235e-16 0 1.42902e-16 1.40901e-16 0 0 1.37558e-16 0 0 1.01734e-16 0 3.62452e-18 0 0 0 1.17765e-16 0 1.20096e-17 1.74562e-16 1.10572e-16 4.20198e-17 0 1.13052e-16 0 0 5.68952e-16 8.72603e-16 3.01567e-15 4.94094e-15 9.03213e-15 1.50084e-14 2.21448e-14 3.17149e-14 4.36598e-14 3.52748e-13 1.19312e-12 2.82833e-12 5.51934e-12 9.52452e-12 1.5101e-11 2.25029e-11 3.19827e-11 4.37897e-11 3.43304e-10 1.13468e-09 2.63387e-09 5.03813e-09 8.5274e-09 1.32656e-08 1.94016e-08 2.70709e-08 3.6396e-08 2.40274e-07 6.79133e-07 1.36594e-06 2.29004e-06 3.43155e-06 4.76806e-06 6.27755e-06 7.93957e-06 9.73568e-06 3.22699e-05 5.84157e-05 8.5519e-05 0.000112875 0.000140297 0.000167735 0.000195175 0.000222615 0.000250053 0.000524323 0.00079839 0.00107226 0.00134592 0.00161938 0.00189264 0.00216569 0.00243854 0.0027112 0.00542664 0.00812202 0.0107975 0.0134531 0.0160889 0.0187052 0.021302 0.0238794 0.0264375 0.050982 0.0737157 0.0947395 0.114149 0.132036 0.148487 0.163584 0.177404 0.190022 0.263846 0.275575 0.2566 0.224652 0.189356 0.155611 0.125614 0.100084 0.0789644 0.00583032 0.000381689 2.45795e-05 1.57898e-06 1.01396e-07 6.51094e-09 4.18083e-10 2.6846e-11 1.72385e-12 2.05436e-24 2.44824e-36 2.91765e-48 3.47705e-60 4.14371e-72 4.93819e-84 5.885e-96 7.01333e-108 8.35801e-120 4.82931e-239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 94 242 0 0 0 4.68605e-17 0 0 0 0 1.88602e-16 0 0 9.60103e-17 0 0 0 1.75434e-16 0 0 5.81767e-16 0 2.60529e-16 0 2.69965e-16 0 0 0 0 0 0 1.2375e-16 2.92565e-16 0 5.27614e-16 0 2.56453e-16 9.75815e-17 0 1.77357e-16 0 1.95052e-16 0 6.97961e-17 1.27382e-16 0 0 0 0 0 0 0 6.86395e-16 1.63363e-15 2.23155e-15 5.75336e-15 1.01176e-14 1.89908e-14 2.93532e-14 4.39335e-14 6.03683e-13 2.64187e-12 7.29516e-12 1.5696e-11 2.89e-11 4.78669e-11 7.34506e-11 1.06405e-10 1.47395e-10 1.09817e-09 3.19723e-09 6.53744e-09 1.11434e-08 1.70215e-08 2.41735e-08 3.25996e-08 4.23e-08 5.32746e-08 2.33079e-07 5.40197e-07 9.74534e-07 1.53599e-06 2.22448e-06 3.03991e-06 3.98217e-06 5.05118e-06 6.24684e-06 2.51485e-05 5.66117e-05 0.000100543 0.000156849 0.000225437 0.000306215 0.000399092 0.000503977 0.000620779 0.0024247 0.00532456 0.00923801 0.0140873 0.0197992 0.0263043 0.0335376 0.0414376 0.0499463 0.157979 0.2836 0.405902 0.515197 0.608022 0.684194 0.745114 0.792814 0.829447 0.909979 0.86694 0.818008 0.771328 0.727279 0.685743 0.646579 0.609652 0.574834 0.319262 0.177317 0.0984816 0.0546964 0.0303783 0.016872 0.00937069 0.00520446 0.00289055 8.07274e-06 2.25456e-08 6.29657e-11 1.75851e-13 4.91119e-16 1.3716e-18 3.83062e-21 1.06982e-23 2.9878e-26 8.62513e-52 2.48989e-77 7.18776e-103 2.07495e-128 5.98992e-154 1.72916e-179 4.9917e-205 1.44099e-230 
Inv 92 238 0 0 0 0 0 0 0 0 3.27071e-18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.79445e-18 0 0 0 0 1.1222e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00325e-16 0 0 0 0 0 0 0 0 0 7.61994e-17 1.3396e-15 3.99181e-15 9.22925e-15 1.73474e-14 2.95389e-14 4.61159e-14 6.80428e-14 9.6069e-14 8.75751e-13 3.08715e-12 7.47845e-12 1.47984e-11 2.5793e-11 4.12104e-11 6.17955e-11 8.82944e-11 1.21453e-10 9.82798e-10 3.32551e-09 7.88553e-09 1.53933e-08 2.65739e-08 4.21468e-08 6.28263e-08 8.93211e-08 1.22335e-07 9.62015e-07 3.18893e-06 7.42311e-06 1.42376e-05 2.41608e-05 3.76796e-05 5.52411e-05 7.72553e-05 0.000104097 0.000699182 0.00199539 0.0040275 0.00674348 0.0100545 0.0138619 0.0180716 0.0225996 0.0273745 0.0800675 0.132413 0.181949 0.228667 0.272717 0.314252 0.353414 0.390339 0.425155 0.6807 0.822607 0.9014 0.94514 0.969411 0.982869 0.990322 0.994439 0.996704 0.999096 0.998613 0.998122 0.997631 0.997141 0.996651 0.996161 0.995671 0.995182 0.990302 0.985445 0.980613 0.975804 0.971019 0.966257 0.961519 0.956803 
Inv 90 234 0 0 0 1.93742e-27 0 0 1.2306e-27 0 8.26699e-28 6.24749e-28 0 4.22798e-28 1.19874e-28 0 0 0 0 0 0 0 0 9.27553e-28 0 0 0 0 0 3.20943e-28 0 1.12848e-27 1.76384e-29 1.22805e-27 0 3.44694e-27 4.25346e-27 2.2327e-27 3.44312e-27 1.22041e-27 0 2.08124e-28 1.60904e-27 0 1.07878e-27 2.47975e-27 5.4859e-28 0 1.84645e-29 1.4195e-27 0 4.00828e-27 0 1.33993e-27 1.01791e-27 4.23157e-27 1.69126e-27 2.68659e-27 0 3.69742e-29 0 0 0 0 0 0 0 0 0 0 1.24988e-26 4.2154e-26 1.07449e-25 2.12655e-25 3.75524e-25 6.00494e-25 8.9867e-25 1.28762e-24 1.23341e-23 4.41885e-23 1.07889e-22 2.14489e-22 3.75008e-22 6.00474e-22 9.01898e-22 1.29029e-21 1.77666e-21 1.44424e-20 4.89427e-20 1.16142e-19 2.26823e-19 3.91688e-19 6.2136e-19 9.26381e-19 1.31722e-18 1.80425e-18 1.41946e-17 4.706e-17 1.09553e-16 2.10133e-16 3.56603e-16 5.56146e-16 8.15364e-16 1.14031e-15 1.53651e-15 1.03207e-14 2.94545e-14 5.94516e-14 9.95436e-14 1.48419e-13 2.04623e-13 2.66765e-13 3.33605e-13 4.04091e-13 1.18193e-12 1.95464e-12 2.68587e-12 3.3755e-12 4.02576e-12 4.63888e-12 5.21698e-12 5.76205e-12 6.276e-12 1.00483e-11 1.2143e-11 1.33062e-11 1.39518e-11 1.43101e-11 1.45088e-11 1.46188e-11 1.46796e-11 1.4713e-11 1.47483e-11 1.47412e-11 1.47339e-11 1.47267e-11 1.47195e-11 1.47122e-11 1.4705e-11 1.46978e-11 1.46905e-11 1.46185e-11 1.45468e-11 1.44755e-11 1.44045e-11 1.43339e-11 1.42636e-11 1.41936e-11 1.4124e-11 
Inv 92 234 0 0 1.95479e-20 8.92029e-21 2.53977e-20 1.47569e-20 3.12343e-20 0 3.70841e-20 0 0 5.18805e-21 4.87705e-20 0 2.59668e-20 0 3.02285e-20 5.25423e-21 7.41151e-21 9.54233e-21 0 4.0909e-20 0 2.94608e-20 0 1.80259e-20 0 6.59095e-21 8.60244e-22 2.22478e-20 1.65304e-20 4.06046e-20 0 7.45122e-21 3.1552e-20 2.85212e-20 0 2.24861e-20 1.94685e-20 0 1.3301e-20 1.01379e-20 3.40269e-20 3.69251e-21 4.23493e-22 0 2.09111e-20 4.46545e-20 0 5.63804e-21 2.10699e-20 6.23361e-21 4.24575e-20 2.13214e-20 2.41404e-20 2.38228e-20 0 1.36849e-20 1.78803e-20 3.20946e-20 2.1308e-21 9.33058e-21 0 0 0 0 3.32063e-20 2.06861e-20 9.09237e-21 0 0 0 3.04402e-22 2.12685e-20 1.63451e-20 1.27187e-20 2.19699e-21 3.42651e-20 2.00906e-20 3.37357e-20 1.42143e-20 6.34348e-20 9.40736e-20 1.00334e-19 1.58197e-19 2.38632e-18 1.21975e-17 3.86569e-17 9.43738e-17 1.95692e-16 3.62416e-16 6.1787e-16 9.88839e-16 1.50568e-15 2.37888e-14 1.18741e-13 3.69886e-13 8.89978e-13 1.81872e-12 3.32063e-12 5.58301e-12 8.81404e-12 1.3241e-11 1.83829e-10 8.11808e-10 2.24975e-09 4.84014e-09 8.88647e-09 1.46429e-08 2.23137e-08 3.20576e-08 4.3994e-08 2.93154e-07 7.70543e-07 1.44668e-06 2.29117e-06 3.27671e-06 4.37906e-06 5.57675e-06 6.85079e-06 8.18445e-06 2.23233e-05 3.41171e-05 4.22788e-05 4.74701e-05 5.0622e-05 5.24817e-05 5.35585e-05 5.41738e-05 5.45219e-05 5.49436e-05 5.49179e-05 5.48909e-05 5.48639e-05 5.4837e-05 5.481e-05 5.47831e-05 5.47562e-05 5.47292e-05 5.44609e-05 5.41938e-05 5.3928e-05 5.36636e-05 5.34004e-05 5.31385e-05 5.28779e-05 5.26186e-05 
Inv 90 230 0 0 0 1.4687e-20 0 0 0 0 1.78588e-21 7.33751e-21 0 4.88781e-21 1.04386e-20 0 1.3043e-20 0 2.09525e-21 0 4.69963e-21 6.00244e-21 0 2.21598e-20 0 0 7.02028e-21 0 0 0 0 0 0 0 0 1.52532e-21 0 4.49573e-21 0 7.46696e-21 2.17549e-21 0 0 0 8.01952e-22 0 3.42163e-21 0 6.04876e-21 0 0 0 0 0 8.70608e-21 9.17012e-21 9.81781e-21 0 0 0 0 0 0 0 0 2.70074e-22 0 0 4.42252e-21 4.30672e-21 0 4.18595e-21 4.11316e-21 0 0 3.44355e-21 0 2.28591e-21 0 0 0 6.46276e-21 0 5.47594e-21 0 0 8.39795e-21 0 0 0 4.53047e-21 1.97663e-20 4.92975e-20 8.76865e-20 1.59115e-19 2.63481e-19 8.51811e-18 6.40612e-17 2.66577e-16 8.0338e-16 1.97401e-15 4.21311e-15 8.11127e-15 1.44339e-14 2.41388e-14 6.82611e-13 4.5988e-12 1.72601e-11 4.70891e-11 1.05124e-10 2.04546e-10 3.60173e-10 5.87992e-10 9.04751e-10 1.26806e-08 5.0235e-08 1.23606e-07 2.37902e-07 3.94707e-07 5.93211e-07 8.31047e-07 1.10488e-06 1.41084e-06 5.39426e-06 9.2937e-06 1.21699e-05 1.40588e-05 1.5227e-05 1.59243e-05 1.63312e-05 1.6565e-05 1.66978e-05 1.68612e-05 1.68534e-05 1.68451e-05 1.68368e-05 1.68285e-05 1.68203e-05 1.6812e-05 1.68037e-05 1.67955e-05 1.67131e-05 1.66312e-05 1.65496e-05 1.64684e-05 1.63877e-05 1.63073e-05 1.62274e-05 1.61478e-05 
