time 0 7889400 15778800 23668200 31557600 39447000 47336400 55225800 63115200 71004600 78894000 86783400 94672800 102562200 110451600 118341000 126230400 134119800 142009200 149898592 157788000
keff 1.286200046539307 1.200410008430481 1.156929969787598 1.120390057563782 1.089750051498413 1.055279970169067 1.026350021362305 1.001749992370605 0.9752519726753235 0.9520090222358704 0.9295120239257812 0.9074779748916626 0.8871979713439941 0.8673779964447021 0.8517680168151855 0.8359000086784363 0.8228849768638611 0.8111169934272766 0.7993969917297363 0.7925900220870972 0.7842730283737183
flux 287395857563648 310100900184064 321316502634496 333512867577856 344398663516160 357656355143680 369468790276096 380936118075392 393651670745088 405023234195456 418049802895360 429899080794112 441108609892352 453001307226112 462437652365312 473682614943744 480826219298816 488644167073792 497259166826496 502228443987968 507547593211904
Inv 92 238 0 1.112608727977925e+26 1.110075805549164e+26 1.107354634097131e+26 1.104537078407312e+26 1.101594730493835e+26 1.098564114909966e+26 1.095397546822273e+26 1.092129890577056e+26 1.08878005408699e+26 1.085309114722081e+26 1.08173764060197e+26 1.078093025141607e+26 1.074338836021446e+26 1.07048568011933e+26 1.066554494489781e+26 1.062539191707257e+26 1.058456189373982e+26 1.054325871142158e+26 1.050151741893159e+26 1.045926791864237e+26 1.041675370757569e+26 
Inv 92 235 0 3.785257472406392e+24 3.319380050908463e+24 2.912831970037602e+24 2.551814200535546e+24 2.229287724271107e+24 1.940448893795339e+24 1.68185782368406e+24 1.451317477895053e+24 1.246025968941749e+24 1.064233089922559e+24 9.039908358402629e+23 7.63884283778331e+23 6.420455567841124e+23 5.36767970742819e+23 4.467578036110936e+23 3.702449605913946e+23 3.056309160175846e+23 2.5131854934661e+23 2.060778014194463e+23 1.685769037830844e+23 1.376662585894427e+23 
Inv 94 238 0 0 4.976175442449085e+19 3.023914174143969e+20 8.666915711146179e+20 1.833686046492636e+21 3.274966139103087e+21 5.232950831623707e+21 7.765917125445136e+21 1.088281113975217e+22 1.4583763478934e+22 1.881668438380055e+22 2.360645961999277e+22 2.879274190047785e+22 3.433266258630276e+22 4.019531122142504e+22 4.627631012908093e+22 5.240039497437188e+22 5.859787948638971e+22 6.475676814960098e+22 7.075065392966465e+22 7.654020689103489e+22 
Inv 94 239 0 0 1.777320192639868e+23 3.114296067825988e+23 4.064995500812764e+23 4.768771213142101e+23 5.267369771919871e+23 5.655144111355278e+23 5.931704760152547e+23 6.110483974416289e+23 6.247048967788851e+23 6.341081245704585e+23 6.376934942770037e+23 6.403688486284439e+23 6.427174217909221e+23 6.431439306900326e+23 6.440995585021636e+23 6.445228968671364e+23 6.439558036020579e+23 6.427499918234272e+23 6.429934023760873e+23 6.428523136069611e+23 
Inv 94 240 0 0 1.303622756777769e+22 3.921821024627073e+22 6.920462222078388e+22 1.009543735933977e+23 1.320161055473384e+23 1.618871488101972e+23 1.894496829328629e+23 2.154819839741407e+23 2.386255501136335e+23 2.604896255845917e+23 2.802037546510374e+23 2.973714944449722e+23 3.130692413061348e+23 3.267289832351227e+23 3.383910364558001e+23 3.4901668530143e+23 3.58242399210091e+23 3.657884145729309e+23 3.707422300478503e+23 3.756116300513544e+23 
Inv 94 241 0 0 2.349637700840105e+21 1.362292837973385e+22 3.203902658387905e+22 5.336477328057886e+22 7.599103795247333e+22 9.803688771159154e+22 1.192336468113638e+23 1.379078496878534e+23 1.550032706789719e+23 1.688654043752138e+23 1.807421171685302e+23 1.911320836384605e+23 1.991605245933843e+23 2.062304554324156e+23 2.120366942304053e+23 2.165653518861024e+23 2.202496566692617e+23 2.237037014106728e+23 2.275943250999611e+23 2.299196957171591e+23 
Inv 94 242 0 0 6.441567156553594e+19 7.794858382550526e+20 2.933781312632846e+21 6.945146789405978e+21 1.298285203089401e+22 2.095822144190898e+22 3.076692407053329e+22 4.232675683866844e+22 5.535885460558783e+22 6.940346965513117e+22 8.447304543306888e+22 1.000111306802419e+23 1.162112360654392e+23 1.322989676327343e+23 1.488809062087386e+23 1.651498085818436e+23 1.812045107494716e+23 1.970476518210042e+23 2.12375382936782e+23 2.2764074820492e+23 
Inv 95 241 0 0 6.982157221610127e+18 8.13664728950516e+19 2.907672573402468e+20 6.464699121983396e+20 1.124060116026099e+21 1.687472462465402e+21 2.294550514623039e+21 2.90509647923124e+21 3.487292565660119e+21 4.015634326269926e+21 4.471815473000329e+21 4.852871229921634e+21 5.15691149256523e+21 5.40131902959286e+21 5.595392648335136e+21 5.737307265043068e+21 5.838972648931237e+21 5.910204395387496e+21 5.974164517295411e+21 6.030427424490198e+21 
Inv 8 16 0 2.300922524699473e+26 2.300907951771654e+26 2.30089171863687e+26 2.300874563164881e+26 2.30085666982313e+26 2.300837485209293e+26 2.300817378258253e+26 2.30079671790489e+26 2.300775319681764e+26 2.300752999121435e+26 2.300729756223902e+26 2.300705959924047e+26 2.300681425754429e+26 2.300656338182489e+26 2.300630512740786e+26 2.300603764961879e+26 2.300576094845768e+26 2.300548793664539e+26 2.300520939080988e+26 2.300492715562555e+26 2.300464307576682e+26 
Inv 90 234 0 0 1520227028303872 1626084013506560 1629828285464576 1626064417718272 1621616979083264 1616965797937152 1612138925785088 1607179714953216 1602059040194560 1596789786411008 1591393025785856 1585854665457664 1580185711280128 1574370996649984 1568462732263424 1562430853349376 1556325288902656 1550169929678848 1543934174035968 1537661105864704 
Inv 92 234 0 0 1.969579148188634e+19 3.784069982256208e+19 5.51422893418034e+19 7.081717339798267e+19 8.70607644504663e+19 1.039127328787844e+20 1.225237527857767e+20 1.442575440453273e+20 1.695946899957974e+20 1.995525819405078e+20 2.346531976315824e+20 2.753733556795689e+20 3.223506320910891e+20 3.752644444598556e+20 4.350627477308718e+20 5.008137189937371e+20 5.726382165665765e+20 6.49829597520358e+20 7.31875120000631e+20 8.178178746396956e+20 
Inv 90 230 0 0 7012418584576 26336051593216 56205804306432 94928684187648 141128431042560 194591747735552 255450511572992 324530144804864 403420909404160 494587764277248 599415635050496 721349488148480 862217301917696 1025010386862080 1212473428410368 1429665092730880 1674522520453120 1950858837229568 2266284859326464 2612067576053760 
Inv 88 226 0 0 5462926.5 41162404 132251096 299579168 559724352 928318720 1419546368 2050226688 2840792064 3816246528 5004510720 6446683648 8177688064 10256246784 12722849792 15653255168 19103965184 23123609600 27802667008 33206673408 
Inv 86 222 0 0 30.11635208129883 247.1409454345703 817.51953125 1879.422607421875 3542.787109375 5909.79541015625 9073.7880859375 13143.392578125 18250.6015625 24556.9453125 32244.546875 41576.0546875 52783.86328125 66241.6328125 82223.0546875 101207.7265625 123577.109375 149650.390625 180000.90625 215074.796875 
Inv 2 4 0 0 1.447538688717612e+21 3.066538140973497e+21 4.786752194942348e+21 6.604891956258789e+21 8.580847981617455e+21 1.073673801173831e+22 1.304014795125332e+22 1.555881869395757e+22 1.828981727059373e+22 2.128363578838408e+22 2.451717303304001e+22 2.800875978094482e+22 3.173400904011632e+22 3.570908197781731e+22 3.99555350736642e+22 4.446954702337318e+22 4.909728837447214e+22 5.395486642895433e+22 5.900899057837423e+22 6.421780887139467e+22 
Inv 82 210 0 0 32427334 220139040 602588416 1138440960 1790348544 2552900352 3375308800 4234467584 5152559616 6161331712 7188142592 8219950592 9251358720 10366535680 11445948416 12608867328 13859461120 15316965376 17156729856 19070556160 
Inv 83 210 0 0 15860.181640625 122714.328125 348135.25 672638.125 1067905.625 1533169.625 2038709.25 2567687.5 3133251 3755265.25 4399661 5048158.5 5704601 6417417 7130593.5 7894954.5 8733606 9705480 10923921 12237843 
Inv 84 210 0 0 41284.3828125 675620.125 2789560.25 7007592.5 13336737 21748304 32039456 43800008 56785576 71018824 86536856 102874496 119840784 137481456 155980528 175048576 195332128 217274608 242282608 271212352 
Inv 82 206 0 0 3387.04541015625 126688.0703125 847624.25 3006878.75 7582132.5 15534512 27777182 45082800 68174672 97443240 133486888 176917376 228072400 287655264 355431360 431505888 516746784 613712256 722058496 844070144 
Inv 82 207 0 0 1571394.125 20791744 80469768 197466368 387556672 670540480 1070657216 1626677376 2406247424 3543660288 5124010496 7232270336 10034793472 13689950208 18301657088 24662114304 32793649152 42595905536 54355763200 68311732224 
Inv 82 208 0 0 753799808 15105246208 86928244736 309785100288 847942057984 1956436770816 4003070476288 7474509774848 12979512803328 21252456579072 33157684396032 49693832773632 71910050234368 100864345767936 137655262117888 183337155035136 238941546479616 305527330439168 384047251456000 475339734122496 
Inv 82 209 0 0 742.8374633789062 10025.5537109375 46770.35546875 143822.4375 352636.21875 745934.8125 1418409.375 2496866.25 4102253.25 6384394 9520031 13679385 18965732 25558218 33301920 42523476 53025128 64877788 78019624 92132160 
Inv 83 209 0 0 74818.359375 1978175.125 13715650 55058352 165515648 413382080 905895616 1802471424 3320424960 5739396096 9415316480 14789309440 22364211200 32710950912 46397083648 64055296000 86307790848 113784225792 147108462592 186778009600 
Inv 83 208 0 0 0 2.827350616455078 34.50423431396484 178.8901977539062 716.0421142578125 2226.467041015625 5726.92138671875 13306.21484375 28649.7421875 60436.1328125 113919.7890625 200193.75 334986.28125 536847.75 823863.375 1297228.375 1941367.125 2790504 3915634 5349151 
Inv 83 207 0 0 0 0 0 0 0 1.405873537063599 1.734558463096619 3.121237516403198 38.6601676940918 61.7205924987793 68.66391754150391 99.01013946533203 158.0248260498047 426.2916259765625 634.7528076171875 714.032958984375 840.7568359375 1871.978149414062 3142.76171875 4994.5654296875 
Inv 1 1 0 0 4.556452876439781e+18 8.407103400486896e+18 1.308381123804607e+19 1.747834810803421e+19 2.274443156147667e+19 2.81697957668769e+19 3.344797934578303e+19 3.959367759900443e+19 4.537483497105995e+19 5.274622920450743e+19 6.131344788627757e+19 6.917145078180662e+19 7.626615511314753e+19 8.515180115841463e+19 9.350274150495473e+19 1.036562476023499e+20 1.129760336148211e+20 1.228426199539248e+20 1.338246036648026e+20 1.437791509341285e+20 
Inv 1 2 0 0 8.496211533653606e+17 1.45852100338149e+18 2.437005950314349e+18 3.193217337427755e+18 4.143052722192515e+18 5.201724639822217e+18 6.330373325734281e+18 7.55070808726333e+18 8.596818084545692e+18 1.00565016840346e+19 1.158448309755026e+19 1.316845824022204e+19 1.475056861117311e+19 1.657194260793288e+19 1.817694591048588e+19 2.019076302940878e+19 2.224245392586205e+19 2.401983646239451e+19 2.615199621683819e+19 2.793835296727656e+19 
Inv 1 3 0 0 8616471953408 16494969749504 67690995646464 107031499374592 138092182765568 171998525259776 193022541168640 234581097709568 404888748032000 520562451415040 573438733320192 677650746048512 785838422097920 1000380494249984 1137006692270080 1248177894195200 1356250679869440 1641829363613696 2017320905998336 2353023871352832 
Inv 2 3 0 0 43831857152 217077563392 792854593536 2010477625344 3726345240576 5898872815616 8460269256704 11458619375616 15928019386368 22415811805184 30096513564672 38876198469632 49149185622016 61680843227136 76688729833472 93441107165184 111734958325760 132784878256128 158478723186688 189172371423232 
Inv 81 205 0 0 0 3.766899824142456 39.18665313720703 179.0918884277344 675.6133422851562 1890.200561523438 4486.83203125 10033.9404296875 20042.02734375 39949.921875 72086.171875 122640.203125 195876.5 303171.1875 450661.0625 686782.5 992883.25 1386339.375 1914464 2538325.75 
Inv 81 204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.658599138259888 2.809669971466064 4.502821922302246 7.561155319213867 12.05335807800293 18.28326416015625 27.11621284484863 38.64519500732422 
Inv 82 204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.234181642532349 2.254279851913452 3.254406452178955 3.64000940322876 4.291361808776855 7.762843132019043 11.19762420654297 16.6344051361084 
Inv 80 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 81 203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.058991193771362 1.408372282981873 1.838736891746521 2.372803926467896 3.008639097213745 
Inv 81 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 81 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 81 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 79 194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 189 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 75 188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 76 193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 77 193 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 78 197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 82 205 0 0 0 0 1.839417099952698 8.246264457702637 27.37590026855469 70.93437957763672 150.5496826171875 293.622802734375 551.0769653320312 970.498291015625 1542.778686523438 2336.25146484375 3378.605224609375 4793.86474609375 6496.7685546875 8894.6767578125 11811.8115234375 15537.67578125 20060.412109375 25358.943359375 
Inv 82 203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 82 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Inv 80 204 0 0 0 0 0 0 0 0 1.572381258010864 2.827021598815918 4.814266681671143 8.002081871032715 12.61098289489746 19.52049827575684 29.26259613037109 43.38816833496094 62.151123046875 89.25691986083984 125.1967849731445 174.0079956054688 241.523193359375 322.8083801269531 
Inv 28 66 0 0 44590786674688 50182636961792 53485403897856 56492694700032 59143578714112 61804185124864 64346688323584 66455173332992 68694113779712 70592644513792 72815910846464 74687191187456 76262521438208 77786647625728 79401152675840 80851140345856 81518353448960 82592615366656 83839825215488 84678308528128 
Inv 30 66 0 0 1172014031175680 2542580642349056 4008105356558336 5558054363856896 7181847280746496 8880140700352512 1.064934564062822e+16 1.247693153448755e+16 1.436766847998362e+16 1.631161148034253e+16 1.831699398787072e+16 2.037638785662976e+16 2.248126757653709e+16 2.463001609240576e+16 2.682562055399014e+16 2.906298283510989e+16 3.132079560300954e+16 3.360952139802214e+16 3.593524833628979e+16 3.828496481438925e+16 
Inv 30 67 0 0 6322757184782336 1.345112568024269e+16 2.085300681991782e+16 2.851315830174515e+16 3.639734816263373e+16 4.453321451713331e+16 5.290102199051878e+16 6.144567044734976e+16 7.02014594964521e+16 7.911502416917299e+16 8.823193406852301e+16 9.752137280415334e+16 1.069356834189476e+17 1.164667140649779e+17 1.261341872320676e+17 1.35923946708009e+17 1.457053911272653e+17 1.555368461457162e+17 1.654671025918444e+17 1.754452736931267e+17 
Inv 30 68 0 0 9928629727264768 2.098600262972211e+16 3.269478141080371e+16 4.500529584747315e+16 5.784910348838502e+16 7.123571768609997e+16 8.51501919544279e+16 9.949389666438349e+16 1.143111472885268e+17 1.295268763884585e+17 1.452156274165678e+17 1.613189029182833e+17 1.777690227989545e+17 1.94560901817303e+17 2.11727971998761e+17 2.292147939054715e+17 2.468681231043133e+17 2.647803357518889e+17 2.829935225276989e+17 3.013794357082849e+17 
Inv 29 67 0 0 268543182503936 293415623327744 306160938778624 318357437939712 329314201501696 340929135247360 352276136853504 361260470239232 371371360124928 379547165917184 390212073029632 398719564382208 405486922891264 412146605228032 419727054733312 426331439366144 427947487920128 432512769720320 438429858922496 441748358692864 
Inv 28 65 0 0 949655.25 2204138 3875667.25 5403251 7652923 9852356 12255945 15133861 18120660 22035404 25504986 28942342 32802570 36804116 41304668 46971848 50433392 55294188 59484792 65227372 
Inv 29 65 0 0 299750080 1327723648 3400702720 6450579968 10916789248 16825157632 24331808768 33806725120 45299097600 59549638656 76261466112 95544057856 117598306304 142705049600 170896736256 203298455552 238563901440 277399207936 320028540928 366510931968 
Inv 29 64 0 0 36.59941482543945 50.86595916748047 339.5660095214844 466.8564453125 708.458984375 1202.588256835938 1838.09716796875 3031.873046875 5370.03857421875 7139.3271484375 9449.6357421875 13230.3427734375 17581.6484375 24248.59375 29855.916015625 38047.25390625 46746.21875 59753.17578125 72849.5390625 87221.765625 
Inv 30 64 0 0 789.8952026367188 2257.98876953125 14248.0537109375 31102.96484375 56950.62890625 101851.0625 171445.71875 289015.90625 503224.15625 790859.5 1173313.25 1714989.75 2440233.25 3449502.75 4698278.5 6301874.5 8283488.5 10828976 13954801 17704934 
Inv 28 64 0 0 6713444352 30892402688 75113316352 141673611264 232914518016 351637209088 500037484544 679898185728 893911760896 1144675106816 1434750550016 1766034374656 2139518795776 2557194272768 3022126317568 3536959569920 4093493379072 4698664861696 5354052124672 6058728226816 
Inv 28 63 0 0 531975744 2477669888 6189984768 11778688000 19773749248 30276874240 43528577024 59925123072 79653814272 103076585472 130444230656 161849999360 197444304896 237486358528 282704314368 333020495872 386714927104 446147330048 510288592896 579988029440 
Inv 29 63 0 0 299228.65625 2721039.75 10050676 25477178 52720544 96071776 160102832 249929312 371187808 529954592 732835904 986769088 1298851456 1676493184 2128039040 2662277888 3286592000 4008614400 4837471232 5781769216 
