time 0 1.57788e+07 3.15576e+07 4.73364e+07 6.31152e+07 7.8894e+07 9.46728e+07
92 235 0 9.93498e+27 8.01173e+27 6.45009e+27 5.15764e+27 4.08585e+27 3.19923e+27 2.47555e+27 
92 236 0 0 3.51275e+26 6.30186e+26 8.50535e+26 1.02188e+27 1.15173e+27 1.2447e+27 
92 238 0 2.58578e+29 2.57451e+29 2.56215e+29 2.5489e+29 2.53502e+29 2.52033e+29 2.50494e+29 
93 237 0 0 1.04632e+25 3.1118e+25 5.79014e+25 8.7617e+25 1.17508e+26 1.4676e+26 
94 238 0 0 5.34977e+23 3.25143e+24 9.43818e+24 1.98809e+25 3.48564e+25 5.41093e+25 
94 239 0 0 7.07229e+26 1.14064e+27 1.41495e+27 1.57483e+27 1.6817e+27 1.74541e+27 
94 240 0 0 7.59091e+25 1.95584e+26 3.18339e+26 4.36581e+26 5.41978e+26 6.3635e+26 
94 242 0 0 1.13942e+24 1.07492e+25 3.37175e+25 6.92164e+25 1.15232e+26 1.67896e+26 
95 241 0 0 1.4958e+23 1.34046e+24 3.9011e+24 7.3084e+24 1.09759e+25 1.43764e+25 
95 243 0 0 3.34771e+22 7.55621e+23 3.83093e+24 1.1099e+25 2.30221e+25 4.0479e+25 
96 242 0 0 1.21941e+22 2.12109e+23 8.91109e+23 2.16929e+24 3.91638e+24 5.96323e+24 
96 244 0 0 1.23257e+21 6.47722e+22 5.44571e+23 2.26457e+24 6.28288e+24 1.3838e+25 
96 245 0 0 1.40741e+19 1.53766e+21 2.01676e+22 1.09912e+23 3.85326e+23 1.01117e+24 
8 16 0 5.37026e+29 5.37026e+29 5.37026e+29 5.37026e+29 5.37026e+29 5.37026e+29 5.37026e+29 
2 4 0 0 9.87561e+21 1.03752e+23 5.59613e+23 1.84139e+24 4.4239e+24 8.68284e+24 
34 77 0 0 5.14184e+23 9.6701e+23 1.3669e+24 1.72221e+24 2.03897e+24 2.32083e+24 
34 78 0 0 9.51316e+23 1.80094e+24 2.57576e+24 3.29011e+24 3.95487e+24 4.57637e+24 
34 79 0 0 1.55241e+24 2.96289e+24 4.25451e+24 5.43953e+24 6.52735e+24 7.52448e+24 
35 81 0 0 3.90908e+24 7.48597e+24 1.07941e+25 1.387e+25 1.67429e+25 1.94292e+25 
36 83 0 0 9.69174e+24 1.78584e+25 2.47329e+25 3.05002e+25 3.52285e+25 3.9004e+25 
36 84 0 0 1.72135e+25 3.35686e+25 4.9395e+25 6.48043e+25 7.99689e+25 9.49487e+25 
36 85 0 0 5.18829e+24 9.69802e+24 1.36752e+25 1.72031e+25 2.03499e+25 2.31605e+25 
37 85 0 0 1.93986e+25 3.69298e+25 5.30631e+25 6.80443e+25 8.20611e+25 9.52232e+25 
38 88 0 0 5.91705e+25 1.11724e+26 1.59318e+26 2.0282e+26 2.42909e+26 2.7998e+26 
38 89 0 0 2.6657e+25 2.60127e+25 2.38201e+25 2.18626e+25 2.01998e+25 1.8739e+25 
39 89 0 0 4.7918e+25 1.14908e+26 1.77315e+26 2.34412e+26 2.86966e+26 3.3556e+26 
40 90 0 0 5.53895e+23 2.17443e+24 4.74436e+24 8.16707e+24 1.23632e+25 1.72634e+25 
40 91 0 0 5.87133e+25 1.46503e+26 2.3032e+26 3.07772e+26 3.79561e+26 4.46392e+26 
40 92 0 0 1.01446e+26 1.94315e+26 2.80625e+26 3.61501e+26 4.37847e+26 5.10191e+26 
40 93 0 0 1.10096e+26 2.12268e+26 3.08074e+26 3.98455e+26 4.84241e+26 5.65912e+26 
42 95 0 0 4.19234e+25 1.38312e+26 2.39688e+26 3.36007e+26 4.26649e+26 5.11404e+26 
42 96 0 0 3.31837e+23 2.30455e+24 6.47355e+24 1.29528e+25 2.14905e+25 3.26043e+25 
42 97 0 0 1.0998e+26 2.17181e+26 3.21561e+26 4.23405e+26 5.2306e+26 6.20776e+26 
42 98 0 0 1.08616e+26 2.15648e+26 3.21399e+26 4.26053e+26 5.29804e+26 6.32785e+26 
44 100 0 0 2.19531e+24 9.19849e+24 2.08914e+25 3.71567e+25 5.81449e+25 8.43882e+25 
44 101 0 0 9.86752e+25 1.99202e+26 3.00412e+26 4.01602e+26 5.0232e+26 6.02141e+26 
44 102 0 0 8.83323e+25 1.84426e+26 2.86833e+26 3.94932e+26 5.08297e+26 6.26805e+26 
44 103 0 0 2.1673e+25 2.51853e+25 2.73063e+25 2.90128e+25 3.04711e+25 3.17609e+25 
45 103 0 0 4.56508e+25 1.09205e+26 1.70282e+26 2.26402e+26 2.77141e+26 3.22637e+26 
46 104 0 0 2.83847e+24 1.55088e+25 3.8947e+25 7.32898e+25 1.17841e+26 1.71789e+26 
46 105 0 0 3.03767e+25 7.15313e+25 1.20179e+26 1.74688e+26 2.33741e+26 2.96486e+26 
46 106 0 0 4.93859e+24 1.79301e+25 3.9985e+25 7.14139e+25 1.12206e+26 1.62116e+26 
46 107 0 0 1.22253e+25 3.2651e+25 5.92749e+25 9.09581e+25 1.26808e+26 1.66117e+26 
46 108 0 0 6.46101e+24 1.84023e+25 3.46931e+25 5.47367e+25 7.78591e+25 1.03615e+26 
47 109 0 0 3.31082e+24 9.02326e+24 1.64375e+25 2.50493e+25 3.46303e+25 4.47603e+25 
48 110 0 0 2.45629e+23 1.37639e+24 3.83439e+24 8.01505e+24 1.41401e+25 2.2689e+25 
48 111 0 0 1.29813e+24 3.5718e+24 6.59652e+24 1.02841e+25 1.45615e+25 1.93955e+25 
48 112 0 0 9.99762e+23 2.46168e+24 4.30364e+24 6.48719e+24 8.98539e+24 1.17837e+25 
50 116 0 0 1.11919e+23 4.63449e+23 1.02954e+24 1.76601e+24 2.66648e+24 3.67307e+24 
50 117 0 0 7.45444e+23 1.57919e+24 2.48093e+24 3.44048e+24 4.44942e+24 5.5021e+24 
50 118 0 0 6.854e+23 1.44614e+24 2.26887e+24 3.1463e+24 4.07245e+24 5.04273e+24 
