time 0 1.57788e+07 3.15576e+07 4.73364e+07 6.31152e+07 7.8894e+07 9.46728e+07
92 234 0 0 4.37095e+23 8.22163e+23 1.16334e+24 1.46988e+24 1.74966e+24 2.00668e+24 
92 235 0 1.9042e+26 1.75517e+26 1.61339e+26 1.47873e+26 1.35088e+26 1.22982e+26 1.11621e+26 
92 236 0 0 3.70014e+24 7.11017e+24 1.02112e+25 1.30236e+25 1.55652e+25 1.78096e+25 
92 238 0 5.42152e+28 5.40035e+28 5.37831e+28 5.3558e+28 5.33277e+28 5.30907e+28 5.28505e+28 
93 237 0 0 1.33174e+24 2.83658e+24 4.26432e+24 5.76034e+24 7.243e+24 8.6661e+24 
94 238 0 1.16763e+26 1.10878e+26 1.06083e+26 1.02663e+26 1.00657e+26 9.99701e+25 1.00488e+26 
94 239 0 2.16846e+27 1.98895e+27 1.83168e+27 1.68883e+27 1.56031e+27 1.44702e+27 1.34388e+27 
94 240 0 1.02585e+27 1.0201e+27 1.00608e+27 9.90191e+26 9.68765e+26 9.42769e+26 9.13303e+26 
94 241 0 4.62882e+26 4.94999e+26 5.21813e+26 5.38263e+26 5.48781e+26 5.53778e+26 5.5415e+26 
94 242 0 3.21099e+26 3.23276e+26 3.26837e+26 3.31993e+26 3.38403e+26 3.4555e+26 3.53839e+26 
95 241 0 0 1.05711e+25 1.99809e+25 2.81877e+25 3.50912e+25 4.07456e+25 4.51437e+25 
95 242 1 0 7.41031e+22 2.33268e+23 4.12085e+23 5.82453e+23 7.28071e+23 8.46047e+23 
95 243 0 0 1.84985e+25 3.5025e+25 4.97215e+25 6.29166e+25 7.50052e+25 8.56343e+25 
96 242 0 0 6.63665e+23 2.09693e+24 3.78527e+24 5.53138e+24 7.18341e+24 8.72517e+24 
96 243 0 0 3.13964e+21 2.0809e+22 5.66614e+22 1.09515e+23 1.77481e+23 2.54425e+23 
96 244 0 0 1.48815e+24 5.65518e+24 1.169e+25 1.9411e+25 2.83851e+25 3.83657e+25 
96 245 0 0 2.98353e+22 2.33389e+23 7.12927e+23 1.54271e+24 2.75001e+24 4.28032e+24 
96 246 0 0 1.93335e+20 3.09981e+21 1.51395e+22 4.58607e+22 1.07144e+23 2.11425e+23 
8 16 0 1.17001e+29 1.17001e+29 1.17001e+29 1.17001e+29 1.17001e+29 1.17001e+29 1.17001e+29 
2 4 0 0 7.31182e+23 2.35966e+24 5.30713e+24 9.72483e+24 1.56251e+25 2.29537e+25 
34 77 0 0 4.05866e+22 8.10652e+22 1.20912e+23 1.60129e+23 1.98697e+23 2.36655e+23 
34 78 0 0 7.65706e+22 1.52764e+23 2.28614e+23 3.04151e+23 3.79423e+23 4.5445e+23 
34 79 0 0 1.86368e+23 3.68486e+23 5.46543e+23 7.20561e+23 8.90544e+23 1.05669e+24 
35 81 0 0 4.46845e+23 8.85563e+23 1.31667e+24 1.74022e+24 2.15653e+24 2.56585e+24 
36 83 0 0 1.03868e+24 2.03436e+24 2.98704e+24 3.89227e+24 4.75573e+24 5.57211e+24 
36 84 0 0 1.68858e+24 3.4017e+24 5.13657e+24 6.8998e+24 8.68724e+24 1.05045e+25 
36 85 0 0 4.74883e+23 9.32614e+23 1.37287e+24 1.79659e+24 2.2044e+24 2.59687e+24 
37 85 0 0 1.70983e+24 3.42646e+24 5.14538e+24 6.86688e+24 8.59068e+24 1.0316e+25 
38 88 0 0 4.72924e+24 9.43587e+24 1.41121e+25 1.87611e+25 2.33843e+25 2.79803e+25 
38 89 0 0 2.25753e+24 2.42899e+24 2.42857e+24 2.41549e+24 2.40218e+24 2.38815e+24 
39 89 0 0 3.90847e+24 9.86737e+24 1.59568e+25 2.20217e+25 2.80516e+25 3.40453e+25 
40 90 0 0 4.28441e+22 1.73968e+23 3.92039e+23 6.95581e+23 1.08323e+24 1.55349e+24 
40 91 0 0 5.26019e+24 1.37547e+25 2.25716e+25 3.13754e+25 4.01306e+25 4.88302e+25 
40 92 0 0 1.05853e+25 2.11507e+25 3.16673e+25 4.21411e+25 5.25745e+25 6.29665e+25 
40 93 0 0 1.30525e+25 2.60529e+25 3.895e+25 5.17454e+25 6.44509e+25 7.70542e+25 
42 95 0 0 5.68597e+24 1.92252e+25 3.41414e+25 4.89896e+25 6.3575e+25 7.78611e+25 
42 96 0 0 4.46483e+22 2.64553e+23 7.09253e+23 1.39768e+24 2.31589e+24 3.47329e+24 
42 97 0 0 1.77692e+25 3.55444e+25 5.32189e+25 7.07943e+25 8.82691e+25 1.05657e+26 
42 98 0 0 1.87196e+25 3.74121e+25 5.60728e+25 7.47119e+25 9.33341e+25 1.11944e+26 
44 100 0 0 3.49067e+23 1.42011e+24 3.1993e+24 5.61998e+24 8.6629e+24 1.23416e+25 
44 101 0 0 2.23188e+25 4.43135e+25 6.59869e+25 8.73322e+25 1.08347e+26 1.29029e+26 
44 102 0 0 2.29676e+25 4.62526e+25 6.98433e+25 9.37499e+25 1.17978e+26 1.42531e+26 
44 103 0 0 6.73681e+24 7.00533e+24 7.01784e+24 7.02202e+24 7.02688e+24 7.03334e+24 
45 103 0 0 1.54101e+25 3.57764e+25 5.49442e+25 7.26478e+25 8.89524e+25 1.03975e+26 
46 104 0 0 4.80908e+23 2.45863e+24 5.8799e+24 1.0763e+25 1.70307e+25 2.45682e+25 
46 105 0 0 1.7604e+25 3.52784e+25 5.27985e+25 7.01459e+25 8.73048e+25 1.0429e+26 
46 106 0 0 2.95537e+24 9.9465e+24 1.99154e+25 3.21327e+25 4.60749e+25 6.13468e+25 
46 107 0 0 1.13492e+25 2.26434e+25 3.38834e+25 4.50466e+25 5.61421e+25 6.71371e+25 
46 108 0 0 7.34994e+24 1.47337e+25 2.21982e+25 2.97128e+25 3.72466e+25 4.48195e+25 
47 109 0 0 3.95419e+24 7.66362e+24 1.11168e+25 1.44074e+25 1.75385e+25 2.05164e+25 
48 110 0 0 3.0253e+23 1.20037e+24 2.64191e+24 4.56567e+24 6.97044e+24 9.85046e+24 
48 111 0 0 1.23735e+24 2.56705e+24 3.91844e+24 5.29464e+24 6.70254e+24 8.14358e+24 
48 112 0 0 6.87408e+23 1.39834e+24 2.12957e+24 2.8833e+24 3.66103e+24 4.46585e+24 
50 116 0 0 3.39112e+22 1.31259e+23 2.70933e+23 4.49638e+23 6.5585e+23 8.87723e+23 
50 117 0 0 2.39607e+23 4.8018e+23 7.21506e+23 9.63585e+23 1.20641e+24 1.45014e+24 
50 118 0 0 2.14383e+23 4.30763e+23 6.49088e+23 8.69273e+23 1.09122e+24 1.31477e+24 
50 119 0 0 1.19818e+23 2.69478e+23 4.39002e+23 6.21831e+23 8.13689e+23 1.01168e+24 
50 120 0 0 2.05862e+23 4.13874e+23 6.2392e+23 8.3581e+23 1.04938e+24 1.26444e+24 
51 121 0 0 2.0268e+23 4.04874e+23 6.04628e+23 8.0172e+23 9.95275e+23 1.18567e+24 
51 123 0 0 2.24945e+23 4.75774e+23 7.35222e+23 9.96181e+23 1.25688e+24 1.51532e+24 
52 125 0 0 2.64916e+22 1.10517e+23 2.46843e+23 4.28644e+23 6.49769e+23 9.04686e+23 
53 127 0 0 1.27085e+24 2.62506e+24 3.95736e+24 5.25142e+24 6.50536e+24 7.71974e+24 
