time 0 30 60 1800 3600 10433.2 34776 86400 172800 334417 1.11472e+06 2.22945e+06 4.45889e+06 8.91779e+06 1.33767e+07 1.78356e+07 2.22945e+07 2.67534e+07 3.12123e+07 3.56712e+07 4.01301e+07 4.45889e+07 4.90478e+07 5.35067e+07 5.79656e+07 6.24245e+07 6.68834e+07 7.13423e+07 7.58012e+07 8.02601e+07 8.4719e+07 8.91779e+07 9.36368e+07 9.80957e+07 1.02555e+08 1.07013e+08 1.11472e+08 1.15931e+08 1.2039e+08 1.24849e+08 1.29308e+08 1.33767e+08
92 235 0 1.12659e+28 1.12659e+28 1.12659e+28 1.12656e+28 1.12653e+28 1.12643e+28 1.12606e+28 1.12527e+28 1.12396e+28 1.12151e+28 1.10976e+28 1.0932e+28 1.0609e+28 9.98926e+27 9.39973e+27 8.83461e+27 8.2937e+27 7.77507e+27 7.2783e+27 6.8009e+27 6.34262e+27 5.90388e+27 5.48471e+27 5.08356e+27 4.69994e+27 4.33395e+27 3.98624e+27 3.65582e+27 3.34219e+27 3.04664e+27 2.76832e+27 2.50665e+27 2.26235e+27 2.03451e+27 1.82388e+27 1.62874e+27 1.45001e+27 1.28665e+27 1.1385e+27 1.00423e+27 8.83077e+26 7.74607e+26 
92 234 0 8.90944e+25 8.90944e+25 8.90944e+25 8.90936e+25 8.90928e+25 8.90897e+25 8.90787e+25 8.90553e+25 8.90157e+25 8.89417e+25 8.85856e+25 8.80789e+25 8.70695e+25 8.50604e+25 8.30824e+25 8.11047e+25 7.91444e+25 7.71968e+25 7.52537e+25 7.3326e+25 7.14126e+25 6.95075e+25 6.76108e+25 6.5721e+25 6.38407e+25 6.1971e+25 6.01296e+25 5.82912e+25 5.6471e+25 5.46605e+25 5.28575e+25 5.10849e+25 4.93332e+25 4.76028e+25 4.58973e+25 4.42112e+25 4.25655e+25 4.09515e+25 3.93714e+25 3.78321e+25 3.63276e+25 3.48664e+25 
92 236 0 6.9268e+25 6.92688e+25 6.92696e+25 6.93163e+25 6.93646e+25 6.95479e+25 7.02014e+25 7.15886e+25 7.39139e+25 7.82583e+25 9.90977e+25 1.2839e+26 1.85387e+26 2.94048e+26 3.96597e+26 4.94029e+26 5.86423e+26 6.74113e+26 7.57105e+26 8.35944e+26 9.10596e+26 9.81079e+26 1.04724e+27 1.10952e+27 1.16789e+27 1.22252e+27 1.27305e+27 1.3198e+27 1.36289e+27 1.40216e+27 1.4377e+27 1.46968e+27 1.49793e+27 1.5227e+27 1.54382e+27 1.56158e+27 1.57602e+27 1.58725e+27 1.59536e+27 1.60063e+27 1.60343e+27 1.60348e+27 
92 238 0 2.66795e+29 2.66795e+29 2.66795e+29 2.66795e+29 2.66795e+29 2.66794e+29 2.66793e+29 2.6679e+29 2.66785e+29 2.66775e+29 2.66728e+29 2.66661e+29 2.66525e+29 2.66251e+29 2.65971e+29 2.65685e+29 2.65394e+29 2.65096e+29 2.64791e+29 2.6448e+29 2.64162e+29 2.63837e+29 2.63505e+29 2.63164e+29 2.62816e+29 2.6246e+29 2.62095e+29 2.61722e+29 2.61339e+29 2.60947e+29 2.60544e+29 2.60131e+29 2.59709e+29 2.59276e+29 2.58833e+29 2.5838e+29 2.57916e+29 2.57441e+29 2.56955e+29 2.56461e+29 2.55957e+29 2.55445e+29 
94 239 0 2.7691e+23 2.7691e+23 2.7691e+23 2.77176e+23 2.78017e+23 2.8639e+23 3.80518e+23 8.84355e+23 2.50518e+24 7.40996e+24 4.35931e+25 9.89533e+25 2.01414e+26 3.77768e+26 5.24962e+26 6.50614e+26 7.56359e+26 8.4545e+26 9.20247e+26 9.83219e+26 1.03552e+27 1.07855e+27 1.11271e+27 1.14029e+27 1.16168e+27 1.17778e+27 1.18887e+27 1.196e+27 1.20001e+27 1.20163e+27 1.20108e+27 1.19897e+27 1.19503e+27 1.18974e+27 1.18281e+27 1.17628e+27 1.1692e+27 1.16263e+27 1.15615e+27 1.14956e+27 1.1436e+27 1.13777e+27 
8 16 0 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 5.56734e+29 
2 4 0 0 6.41153e+18 1.28233e+19 3.84703e+20 7.69408e+20 2.22974e+21 7.43138e+21 1.84554e+22 3.6897e+22 7.14006e+22 2.38229e+23 4.77451e+23 9.58803e+23 1.93092e+24 2.91419e+24 3.90827e+24 4.91589e+24 5.94067e+24 6.98885e+24 8.06684e+24 9.18261e+24 1.03456e+25 1.15663e+25 1.28546e+25 1.42205e+25 1.56737e+25 1.72245e+25 1.88816e+25 2.06522e+25 2.25438e+25 2.45624e+25 2.67117e+25 2.89953e+25 3.14149e+25 3.39714e+25 3.66638e+25 3.94903e+25 4.24484e+25 4.55341e+25 4.87431e+25 5.20697e+25 5.55088e+25 
31 69 0 0 4.19134e+13 8.38227e+13 2.51466e+15 5.02935e+15 1.45772e+16 4.86082e+16 1.20938e+17 2.42425e+17 4.71231e+17 1.62094e+18 3.4114e+18 7.48172e+18 1.72101e+19 2.87394e+19 4.1699e+19 5.60678e+19 7.17072e+19 8.85852e+19 1.06544e+20 1.25552e+20 1.45636e+20 1.66774e+20 1.88881e+20 2.11928e+20 2.35911e+20 2.60862e+20 2.86724e+20 3.13469e+20 3.41164e+20 3.69765e+20 3.99237e+20 4.29623e+20 4.60875e+20 4.93032e+20 5.26002e+20 5.59839e+20 5.94491e+20 6.29953e+20 6.66162e+20 7.03073e+20 7.4066e+20 
30 70 0 0 1.41536e+14 2.83061e+14 8.49173e+15 1.69835e+16 4.92226e+16 1.64105e+17 4.08089e+17 8.17397e+17 1.58658e+18 5.40368e+18 1.11967e+19 2.39057e+19 5.29589e+19 8.61218e+19 1.22532e+20 1.62126e+20 2.04574e+20 2.49789e+20 2.97405e+20 3.47344e+20 3.99651e+20 4.54271e+20 5.11009e+20 5.69797e+20 6.30617e+20 6.93533e+20 7.58425e+20 8.25226e+20 8.94079e+20 9.6489e+20 1.03758e+21 1.11225e+21 1.18879e+21 1.26729e+21 1.34754e+21 1.42967e+21 1.51358e+21 1.59924e+21 1.68653e+21 1.77535e+21 1.86564e+21 
31 71 0 0 4.3729e+14 8.74581e+14 2.6278e+16 5.26358e+16 1.53316e+17 5.1691e+17 1.29687e+18 2.60737e+18 5.06661e+18 1.71634e+19 3.51803e+19 7.36417e+19 1.58402e+20 2.51989e+20 3.52511e+20 4.59788e+20 5.7308e+20 6.92167e+20 8.16253e+20 9.45146e+20 1.07892e+21 1.21743e+21 1.36026e+21 1.50725e+21 1.65835e+21 1.81368e+21 1.973e+21 2.13616e+21 2.30343e+21 2.47464e+21 2.64962e+21 2.82857e+21 3.01127e+21 3.1979e+21 3.38805e+21 3.58197e+21 3.77947e+21 3.98051e+21 4.18483e+21 4.39223e+21 4.6026e+21 
