time       0  12530000 25070000 37600000 50140000 62670000 75210000 87740000 100280000
100 255 0  0.00000e+00 0.00000e+00 0.00000e+00 4.25126e+03 1.40156e+05 2.07582e+06 1.68973e+07 9.73822e+07 4.50336e+08
99 255 0  0.00000e+00 0.00000e+00 1.53466e+03 2.27710e+05 7.44408e+06 1.09695e+08 8.89413e+08 5.11414e+09 2.36142e+10
99 254 0  0.00000e+00 0.00000e+00 4.50795e+06 4.96065e+08 1.35866e+10 1.75550e+11 1.26978e+12 6.70119e+12 2.91278e+13
99 253 0  0.00000e+00 4.40672e+04 9.22476e+07 6.80074e+09 1.40813e+11 1.46710e+12 8.91842e+12 4.07132e+13 1.54498e+14
99 252 0  0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.77547e+04 1.44873e+05 8.18807e+05 3.65354e+06
98 254 0  0.00000e+00 0.00000e+00 1.00132e+06 8.49665e+07 1.92748e+09 2.17787e+10 1.42098e+11 6.93599e+11 2.78594e+12
98 253 0  0.00000e+00 1.29593e+05 1.74384e+08 1.05762e+10 1.96147e+11 1.90076e+12 1.09640e+13 4.82592e+13 1.77776e+14
98 252 0  0.00000e+00 3.60827e+08 3.24709e+11 1.64299e+13 2.68755e+14 2.28857e+15 1.28444e+16 5.49030e+16 1.87126e+17
98 251 0  0.00000e+00 2.36983e+10 1.05399e+13 3.55121e+14 4.23843e+15 2.84164e+16 1.29889e+17 4.62780e+17 1.33346e+18
98 250 0  0.00000e+00 4.01974e+11 9.13193e+13 2.15036e+15 1.98712e+16 1.07567e+17 4.36749e+17 1.31352e+18 3.38500e+18
98 249 0  0.00000e+00 6.05573e+11 1.41053e+14 3.42446e+15 3.13163e+16 1.73023e+17 6.98523e+17 2.15012e+18 5.58105e+18
98 248 0  0.00000e+00 5.79177e+05 2.72493e+08 1.11653e+10 1.24350e+11 7.87636e+11 4.09966e+12 1.46706e+13 4.19755e+13
97 249 0  0.00000e+00 1.57219e+13 1.85168e+15 3.10240e+16 2.12513e+17 9.63155e+17 3.31299e+18 8.61772e+18 2.00714e+19
97 248 0  0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.11864e+04 7.53981e+04 3.85150e+05
96 250 0  0.00000e+00 0.00000e+00 0.00000e+00 1.08955e+05 3.30631e+06 4.68284e+07 3.78625e+08 2.16355e+09 9.86442e+09
96 248 0  0.00000e+00 4.85180e+15 2.91774e+17 3.44759e+18 1.89680e+19 7.01960e+19 1.98812e+20 4.82357e+20 1.03047e+21
96 247 0  0.00000e+00 8.83206e+17 2.65531e+19 2.06538e+20 8.44298e+20 2.46226e+21 5.77790e+21 1.18883e+22 2.19265e+22
96 246 0  2.10156e+04 4.00643e+20 6.40751e+21 3.25681e+22 9.89269e+22 2.29508e+23 4.49589e+23 7.87480e+23 1.26947e+24
96 245 0  0.00000e+00 9.94551e+22 7.87082e+23 2.60338e+24 5.61646e+24 1.01130e+25 1.57262e+25 2.30609e+25 3.17980e+25
96 244 0  0.00000e+00 6.40809e+24 2.43317e+25 5.14872e+25 8.53046e+25 1.24053e+26 1.68550e+26 2.15689e+26 2.67279e+26
96 243 0  0.00000e+00 1.41604e+23 4.73673e+23 9.00209e+23 1.37295e+24 1.84627e+24 2.30635e+24 2.76554e+24 3.17660e+24
96 242 0 0.00000e+00 2.29703e+25 3.69979e+25 4.64849e+25 5.33092e+25 5.86614e+25 6.32032e+25 6.71027e+25 7.12315e+25
95 244 0 0.00000e+00 5.45341e+22 1.04247e+23 1.47788e+23 1.83121e+23 2.12467e+23 2.46506e+23 2.71483e+23 3.04175e+23
95 243 0 0.00000e+00 1.15435e+26 2.19378e+26 3.12389e+26 4.01341e+26 4.79896e+26 5.51570e+26 6.19816e+26 6.82319e+26
95 242 1 0.00000e+00 3.13956e+24 6.00319e+24 8.63977e+24 1.10432e+25 1.32269e+25 1.51877e+25 1.69402e+25 1.85737e+25
95 242 0 0.00000e+00 4.43220e+19 8.49120e+19 1.24886e+20 1.57459e+20 1.87299e+20 2.18291e+20 2.42015e+20 2.66433e+20
95 241 0 3.12399e+26 3.34652e+26 3.56139e+26 3.76184e+26 3.94854e+26 4.11904e+26 4.27016e+26 4.40191e+26 4.50422e+26
94 246 0 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.03355e+03 9.44320e+03
