81 180 0 91 238 0 90 232 0 98 250 0 90 230 0 91 231 0 91 236 0 92 232 0 92 230 0 92 234 0 92 236 0 93 228 0 94 236 0 92 235 0 92 238 0 95 242 1 94 238 0 94 239 0 94 240 0 95 243 0 96 240 0 96 242 0 97 238 0 94 242 0 94 244 0 95 232 0 95 234 0 95 241 0 95 242 2 96 244 0 96 246 0 96 248 0 96 250 0 97 240 0 97 242 0 98 237 0 97 249 0 98 240 0 98 254 0 98 255 0 99 247 0 98 238 0 98 242 0 98 246 0 98 248 0 98 249 0 98 252 0 98 256 0 99 242 0 99 244 0 99 248 0 99 253 0 99 254 0 99 255 0 99 256 1 
1 1 0 1.6073e-05 2.9422e-05 3.3377e-05 3.6066e-05 1.6073e-05 1.6073e-05 1.711e-05 3.3377e-05 1.6073e-05 3.3377e-05 1.711e-05 1.6073e-05 3.2586e-05 3.6525e-05 2.9422e-05 3.749e-05 4.08e-05 3.8281e-05 4.08e-05 3.3219e-05 3.749e-05 5.5997e-05 3.8281e-05 2.9422e-05 2.8789e-05 3.3377e-05 3.6525e-05 3.3219e-05 3.749e-05 4.5715e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.749e-05 5.5997e-05 3.749e-05 3.6066e-05 4.0811e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.749e-05 4.0811e-05 3.6066e-05 3.6066e-05 3.6066e-05 6.086e-05 3.6066e-05 4.0811e-05 3.8281e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 3.6066e-05 
1 2 0 4.9121e-06 8.9917e-06 8.466e-06 1.1022e-05 4.9121e-06 4.9121e-06 8.4e-06 8.466e-06 4.9121e-06 8.466e-06 8.4e-06 4.9121e-06 9.9585e-06 1.1162e-05 8.9917e-06 1.1457e-05 1.347e-05 1.1699e-05 1.347e-05 1.0152e-05 1.1457e-05 1.7113e-05 1.1699e-05 8.9917e-06 8.7983e-06 8.466e-06 1.1162e-05 1.0152e-05 1.1457e-05 1.3971e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1457e-05 1.7113e-05 1.1457e-05 1.1022e-05 1.2472e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1457e-05 1.2472e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.5e-05 1.1022e-05 1.2472e-05 1.1699e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 1.1022e-05 
1 3 0 7.0081e-05 0.000125 0.000114 0.000185 7.0081e-05 7.0081e-05 0.000108 0.000114 7.0081e-05 0.000114 0.000108 7.0081e-05 0.000125 0.00015925 0.000125 0.000165 0.000142 0.000144 0.000142 0.00016 0.000165 0.000192 0.000144 0.000141 0.000157 0.000114 0.00015925 0.00016 0.000165 0.000186 0.000185 0.000185 0.000185 0.000165 0.000192 0.000165 0.000185 0.000196 0.000185 0.000185 0.000185 0.000165 0.000196 0.000185 0.000185 0.000185 0.000243 0.000185 0.000196 0.000191 0.000185 0.000185 0.000185 0.000185 0.000185 
2 4 0 0.0010161 0.00186 0.00211 0.00228 0.0010161 0.0010161 0.0017 0.00211 0.0010161 0.00211 0.0017 0.0010161 0.00206 0.002309 0.00186 0.00237 0.00219 0.00242 0.00219 0.0021 0.00237 0.00354 0.00242 0.00186 0.00182 0.00211 0.002309 0.0021 0.00237 0.00289 0.00228 0.00228 0.00228 0.00237 0.00354 0.00237 0.00228 0.00258 0.00228 0.00228 0.00228 0.00237 0.00258 0.00228 0.00228 0.00228 0.00324 0.00228 0.00258 0.00242 0.00228 0.00228 0.00228 0.00228 0.00228 
25 64 0 1.8098e-12 8.815e-11 2.2433e-12 9.1051e-10 1.8098e-12 1.8098e-12 1.206e-12 2.2433e-12 1.8098e-12 2.2433e-12 1.206e-12 1.8098e-12 1.942e-11 2.7376e-11 8.815e-11 1.5396e-10 4.7127e-11 4.0474e-11 4.7127e-11 3.2966e-10 1.5396e-10 5.6674e-11 4.0474e-11 1.4176e-10 4.768e-10 2.2433e-12 2.7376e-11 3.2966e-10 1.5396e-10 2.3463e-10 9.1051e-10 9.1051e-10 9.1051e-10 1.5396e-10 5.6674e-11 1.5396e-10 9.1051e-10 2.5283e-10 9.1051e-10 9.1051e-10 9.1051e-10 1.5396e-10 2.5283e-10 9.1051e-10 9.1051e-10 9.1051e-10 6.4837e-11 9.1051e-10 2.5283e-10 4.879e-10 9.1051e-10 9.1051e-10 9.1051e-10 9.1051e-10 9.1051e-10 
25 65 0 5.7458e-12 1.0012e-10 3.0202e-12 6.0618e-10 5.7458e-12 5.7458e-12 2.2914e-12 3.0202e-12 5.7458e-12 3.0202e-12 2.2914e-12 5.7458e-12 2.264e-11 3.7926e-11 1.0012e-10 1.1073e-10 4.0427e-11 3.2664e-11 4.0427e-11 2.5554e-10 1.1073e-10 3.0504e-11 3.2664e-11 1.3214e-10 3.9121e-10 3.0202e-12 3.7926e-11 2.5554e-10 1.1073e-10 1.4924e-10 6.0618e-10 6.0618e-10 6.0618e-10 1.1073e-10 3.0504e-11 1.1073e-10 6.0618e-10 1.4704e-10 6.0618e-10 6.0618e-10 6.0618e-10 1.1073e-10 1.4704e-10 6.0618e-10 6.0618e-10 6.0618e-10 5.5171e-11 6.0618e-10 1.4704e-10 3.0698e-10 6.0618e-10 6.0618e-10 6.0618e-10 6.0618e-10 6.0618e-10 
25 66 0 8.613e-12 5.4925e-11 1.9456e-12 2.0123e-10 8.613e-12 8.613e-12 1.8906e-12 1.9456e-12 8.613e-12 1.9456e-12 1.8906e-12 8.613e-12 1.2473e-11 2.5053e-11 5.4925e-11 3.8713e-11 1.7878e-11 1.2412e-11 1.7878e-11 9.6792e-11 3.8713e-11 8.1783e-12 1.2412e-11 5.9844e-11 1.5741e-10 1.9456e-12 2.5053e-11 9.6792e-11 3.8713e-11 4.7281e-11 2.0123e-10 2.0123e-10 2.0123e-10 3.8713e-11 8.1783e-12 3.8713e-11 2.0123e-10 4.278e-11 2.0123e-10 2.0123e-10 2.0123e-10 3.8713e-11 4.278e-11 2.0123e-10 2.0123e-10 2.0123e-10 2.3191e-11 2.0123e-10 4.278e-11 9.6475e-11 2.0123e-10 2.0123e-10 2.0123e-10 2.0123e-10 2.0123e-10 
25 67 0 1.0263e-11 2.2607e-11 0 5.0009e-11 1.0263e-11 1.0263e-11 1.2634e-12 0 1.0263e-11 0 1.2634e-12 1.0263e-11 4.9584e-12 1.2226e-11 2.2607e-11 9.8423e-12 5.828e-12 3.3551e-12 5.828e-12 2.7034e-11 9.8423e-12 1.597e-12 3.3551e-12 2.0564e-11 4.7648e-11 0 1.2226e-11 2.7034e-11 9.8423e-12 1.1024e-11 5.0009e-11 5.0009e-11 5.0009e-11 9.8423e-12 1.597e-12 9.8423e-12 5.0009e-11 9.1416e-12 5.0009e-11 5.0009e-11 5.0009e-11 9.8423e-12 9.1416e-12 5.0009e-11 5.0009e-11 5.0009e-11 7.3704e-12 5.0009e-11 9.1416e-12 2.2456e-11 5.0009e-11 5.0009e-11 5.0009e-11 5.0009e-11 5.0009e-11 
25 68 0 5.8685e-12 4.1865e-12 0 6.2198e-12 5.8685e-12 5.8685e-12 0 0 5.8685e-12 0 0 5.8685e-12 0 2.8729e-12 4.1865e-12 1.1904e-12 0 0 0 3.6363e-12 1.1904e-12 0 0 3.296e-12 7.0224e-12 0 2.8729e-12 3.6363e-12 1.1904e-12 1.2541e-12 6.2198e-12 6.2198e-12 6.2198e-12 1.1904e-12 0 1.1904e-12 6.2198e-12 0 6.2198e-12 6.2198e-12 6.2198e-12 1.1904e-12 0 6.2198e-12 6.2198e-12 6.2198e-12 1.1893e-12 6.2198e-12 0 2.5755e-12 6.2198e-12 6.2198e-12 6.2198e-12 6.2198e-12 6.2198e-12 
25 69 0 2.3869e-12 0 0 0 2.3869e-12 2.3869e-12 0 0 2.3869e-12 0 0 2.3869e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
